日付,曜日,特定日,856番台,,,,,,,,857番台,,,,,,,,858番台,,,,,,,,860番台,,,,,,,,861番台,,,,,,,,862番台,,,,,,,,863番台,,,,,,,,865番台,,,,,,,,866番台,,,,,,,,867番台,,,,,,,,868番台,,,,,,,,870番台,,,,,,,
,,,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差
2025-08-15,金,いいえ,-97,"2,230",9,4,1/172,2.76,42,-,-590,993,2,2,1/248,3.01,53,6.0,+819,"5,000",24,12,1/139,2.93,47,5.0,-744,630,0,0,-,2.77,57,4.0,"-1,513","5,143",13,16,1/177,2.73,57,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-14,木,いいえ,+198,"5,692",22,20,1/136,3.74,31,-,-84,"4,617",15,15,1/154,3.18,39,8.0,-159,770,3,0,1/257,2.89,50,11.0,-255,"2,467",11,0,1/224,1.98,51,1.0,-261,236,0,0,-,3.21,55,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-13,水,はい,"+1,255","6,341",30,18,1/132,3.37,23,-,+441,"2,749",11,8,1/145,3.28,49,6.0,"-1,005","7,366",22,23,1/164,2.74,43,1.0,+189,"1,866",8,3,1/170,2.83,50,1.0,-175,"2,058",8,4,1/172,2.85,42,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-12,火,いいえ,+396,"1,392",7,3,1/139,3.28,44,2.0,-578,"1,771",5,5,1/177,3.11,59,8.0,-394,"4,277",17,9,1/165,2.45,50,6.0,-152,"2,029",8,5,1/156,3.11,51,1.0,+238,"4,712",22,10,1/147,2.62,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-11,月,いいえ,+307,"4,306",17,11,1/154,2.82,40,32.0,+89,"2,216",8,6,1/158,3.13,50,10.0,-675,555,0,1,1/555,3.08,8,-,-332,"2,442",8,6,1/174,2.89,55,1.0,-625,"5,035",16,14,1/168,2.66,54,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-10,日,いいえ,-901,"3,495",10,12,1/159,3.27,40,40.0,-86,528,2,1,1/176,3.31,52,12.0,"+3,798","6,740",37,28,1/104,5.17,0,-,-249,"1,207",4,2,1/201,2.96,55,3.0,-100,783,3,1,1/196,3.11,61,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-09,土,いいえ,+800,"5,314",24,16,1/133,3.48,41,-,+169,"1,199",6,3,1/133,3.41,49,1.0,-117,"1,144",4,2,1/191,3.03,48,7.0,-217,"2,766",10,7,1/163,2.94,55,6.0,+27,"2,092",9,4,1/161,2.90,49,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-08,金,いいえ,-605,567,0,0,-,2.83,64,9.0,+537,"3,635",18,5,1/158,2.33,50,1.0,+431,989,6,2,1/124,3.42,49,7.0,-374,824,2,2,1/206,3.20,55,5.0,-480,"5,498",21,12,1/167,2.26,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-07,木,いいえ,-726,648,0,1,1/648,2.97,64,6.0,"-2,437","3,820",4,15,1/201,3.06,71,7.0,-798,"2,943",9,6,1/196,2.49,58,4.0,-50,"1,683",7,2,1/187,2.71,42,-,-323,"3,254",11,11,1/148,3.40,54,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-06,水,はい,-661,612,0,0,-,2.79,61,1.0,-861,"2,522",6,5,1/229,2.45,61,1.0,-439,449,0,1,1/449,3.20,14,-,+222,"5,714",24,14,1/150,2.64,35,21.0,-280,"1,436",5,3,1/180,3.03,60,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-05,火,いいえ,-572,"1,503",3,5,1/188,3.22,53,1.0,-393,417,0,1,1/417,3.24,55,1.0,"+2,263","5,194",28,21,1/106,4.85,0,-,+252,"2,170",10,5,1/145,3.15,52,52.0,-479,"4,232",12,17,1/146,3.72,54,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-03,日,はい,+312,"4,142",17,12,1/143,3.21,46,4.0,+252,"2,525",9,6,1/168,2.89,42,-,-180,"1,928",6,6,1/161,3.26,48,2.0,"-1,439","4,274",11,11,1/194,2.42,65,2.0,-916,"2,157",5,6,1/196,2.92,63,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-02,土,いいえ,-406,"1,258",3,5,1/157,3.50,55,1.0,+728,"4,054",20,7,1/150,2.48,46,3.0,+875,"3,781",19,8,1/140,2.89,43,-,-399,"1,033",3,1,1/258,2.83,61,6.0,-78,"1,528",6,3,1/170,3.02,54,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-01,金,いいえ,-173,958,4,1,1/192,3.00,44,-,-782,"1,336",2,4,1/223,3.09,60,5.0,-21,"1,165",5,1,1/194,2.87,55,1.0,-251,"1,587",6,1,1/227,2.52,54,6.0,+179,"2,812",11,7,1/156,2.98,48,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-31,木,いいえ,+663,"6,173",22,26,1/129,4.33,30,-,-78,67,0,0,-,3.42,62,10.0,-258,217,0,0,-,3.23,52,3.0,+798,"3,657",16,15,1/118,4.27,49,19.0,+644,"3,740",18,10,1/134,3.31,49,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-30,水,いいえ,-41,28,0,0,-,3.47,51,1.0,"-1,088","3,496",9,11,1/175,2.97,59,7.0,+538,"2,109",10,9,1/111,4.13,50,-,-303,"1,556",6,1,1/222,2.55,61,2.0,+120,989,5,1,1/165,3.07,52,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-29,火,いいえ,-322,317,0,0,-,3.12,47,1.0,-715,"2,407",7,5,1/201,2.63,57,8.0,-261,888,3,3,1/148,3.47,46,-,-11,"2,061",9,6,1/137,3.41,61,4.0,+367,"3,310",14,10,1/138,3.40,49,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-28,月,いいえ,-137,"2,722",11,4,1/181,2.44,0,-,-50,220,1,0,1/220,3.34,55,26.0,"+1,330","4,724",21,17,1/124,4.04,29,29.0,-298,"1,031",2,5,1/147,3.66,61,6.0,-116,852,3,2,1/170,3.27,65,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-27,日,いいえ,"+3,244","9,204",39,43,1/112,5.19,0,-,-381,753,2,1,1/251,3.05,47,1.0,"-1,321","4,451",11,14,1/178,2.82,46,46.0,-265,"2,349",10,2,1/196,2.32,54,7.0,"-1,040",855,0,1,1/855,2.75,64,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-26,土,はい,-806,"1,455",2,4,1/243,2.96,57,8.0,+260,"6,170",22,22,1/140,3.65,28,-,-527,"4,599",13,19,1/144,3.83,37,9.0,+274,"3,116",14,7,1/148,2.93,49,6.0,+24,"6,221",22,19,1/152,3.00,43,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-25,金,いいえ,-319,"2,584",10,5,1/172,2.70,48,9.0,-101,"1,941",7,5,1/162,3.11,51,3.0,"+1,083","4,580",20,15,1/131,3.69,39,-,+218,"1,698",8,5,1/131,3.50,59,8.0,-505,"1,113",4,0,1/278,2.61,63,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-24,木,いいえ,"+1,361","3,068",17,5,1/139,2.80,39,-,-492,"2,245",7,7,1/160,3.23,53,1.0,-628,"1,266",3,2,1/253,2.80,61,8.0,-517,"1,550",5,0,1/310,2.29,63,2.0,+437,"1,587",7,8,1/106,4.19,52,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-23,水,はい,"-1,054","2,444",5,7,1/204,2.85,63,2.0,-641,"1,796",5,5,1/180,3.09,40,-,-491,814,2,0,1/407,2.75,55,15.0,-243,"1,122",4,1,1/224,2.82,61,4.0,-241,"2,830",9,8,1/166,3.01,57,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-22,火,いいえ,-11,403,2,0,1/202,3.22,52,6.0,"+1,562","7,509",38,17,1/137,2.63,21,-,+134,"2,869",10,10,1/143,3.51,46,25.0,-368,"1,131",3,2,1/226,2.95,58,6.0,-315,"1,476",5,2,1/211,2.76,61,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-21,月,いいえ,+231,"1,274",7,1,1/159,2.93,46,-,-497,"1,530",3,5,1/191,3.19,62,6.0,+154,"2,248",9,8,1/132,3.66,46,-,+395,"2,103",10,4,1/150,2.99,56,5.0,-428,956,2,2,1/239,3.05,51,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-20,日,いいえ,-197,"2,174",8,5,1/167,2.95,47,10.0,-798,"1,219",2,2,1/305,2.76,61,6.0,-2,"2,967",12,6,1/165,2.69,55,3.0,+103,"1,664",8,2,1/166,2.82,52,5.0,+404,"6,020",25,18,1/140,3.25,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-19,土,いいえ,-208,"3,461",13,7,1/173,2.50,43,-,-241,682,2,2,1/171,3.37,53,4.0,-384,894,2,2,1/224,3.12,48,5.0,+967,"3,965",17,15,1/124,4.05,49,1.0,"-1,372","3,301",6,10,1/206,2.72,62,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-18,金,いいえ,-223,818,2,3,1/164,3.45,15,-,-211,186,0,0,-,3.27,52,5.0,+386,"3,712",13,16,1/128,4.13,47,32.0,-351,229,0,0,-,3.22,61,5.0,+137,"1,049",4,4,1/131,3.62,56,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-17,木,いいえ,+256,"5,715",20,26,1/124,4.53,0,-,+234,287,2,1,1/96,3.61,37,37.0,-187,140,0,0,-,3.33,55,1.0,-161,847,3,2,1/169,3.28,54,17.0,-117,"1,052",3,4,1/150,3.51,55,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-16,水,はい,-453,594,1,0,1/594,2.90,59,6.0,"+1,402","5,532",27,18,1/123,3.97,33,-,-303,439,1,0,1/439,3.07,39,6.0,+990,"3,270",17,10,1/121,3.76,53,7.0,-531,"4,542",15,16,1/147,3.47,46,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-15,火,いいえ,-710,755,0,0,-,2.64,57,3.0,-297,214,0,0,-,3.24,54,13.0,"+2,264","7,548",38,26,1/118,4.46,18,-,-302,513,1,0,1/513,2.99,61,4.0,+171,"5,840",20,22,1/139,3.80,41,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-14,月,いいえ,-243,"1,626",5,4,1/181,3.05,55,4.0,"-1,299",982,0,1,1/982,2.63,8,-,-372,347,0,1,1/347,3.32,55,4.0,-359,482,1,0,1/482,3.02,61,6.0,+198,"1,748",7,7,1/125,3.80,51,43.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-13,日,はい,-374,696,1,1,1/348,3.01,55,7.0,"+3,420","8,531",41,37,1/109,5.19,0,-,-145,107,0,0,-,3.37,48,48.0,-465,812,2,1,1/271,2.98,61,5.0,-964,"4,406",15,9,1/184,2.23,56,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-12,土,いいえ,-465,"1,013",2,2,1/253,2.99,53,13.0,-325,"1,202",4,2,1/200,2.96,58,5.0,+242,"4,687",20,11,1/151,2.69,40,-,-28,220,1,0,1/220,3.34,61,3.0,-426,"2,297",7,7,1/164,3.18,61,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-11,金,いいえ,-394,"2,322",9,4,1/179,2.66,36,-,-275,"1,213",4,3,1/173,3.19,59,7.0,-470,"3,012",9,9,1/167,3.03,52,16.0,-316,702,2,1,1/234,3.10,61,2.0,+50,651,3,1,1/163,3.27,52,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-10,木,いいえ,"+1,506","6,482",31,17,1/135,3.08,17,-,-964,"1,428",2,4,1/238,2.99,57,4.0,-897,"1,651",3,3,1/275,2.63,53,7.0,+253,"2,266",12,1,1/174,2.34,46,9.0,"+1,241","5,140",23,20,1/120,4.36,37,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-08,火,いいえ,+289,"2,280",11,2,1/175,2.45,48,2.0,+84,398,2,0,1/199,3.22,49,1.0,+714,"2,371",13,5,1/132,3.21,48,2.0,+654,"4,095",20,8,1/146,2.65,46,-,-364,"1,316",4,2,1/219,2.84,63,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-07,月,いいえ,-284,"1,391",5,1,1/232,2.63,50,6.0,-112,"4,029",19,5,1/168,2.09,44,3.0,-322,636,2,0,1/318,2.94,41,-,"-1,352","2,863",7,4,1/260,2.10,62,12.0,"-1,531","4,888",15,6,1/233,1.66,64,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-06,日,はい,+290,"2,112",10,4,1/151,2.98,30,-,-760,"2,640",7,8,1/176,3.03,57,1.0,-328,"7,622",27,26,1/144,3.45,32,2.0,-407,"4,990",18,12,1/166,2.47,54,22.0,-616,"3,005",11,5,1/188,2.39,56,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-05,土,いいえ,"+1,575","4,863",22,19,1/119,4.36,22,-,-238,308,0,1,1/308,3.37,55,9.0,-287,"1,039",3,3,1/173,3.29,46,24.0,-615,"2,834",6,12,1/157,3.60,63,2.0,-145,"1,360",6,1,1/194,2.74,61,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-04,金,いいえ,"+1,079","2,342",14,9,1/102,4.28,43,15.0,+123,466,2,2,1/117,3.63,49,6.0,"+1,572","6,459",30,19,1/132,3.46,28,-,-288,494,1,0,1/494,3.01,50,1.0,-194,294,0,1,1/294,3.39,53,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-03,木,はい,-133,452,2,0,1/226,3.16,42,8.0,-327,"4,601",18,12,1/153,2.82,48,6.0,-486,362,0,0,-,3.06,19,-,"+1,489","5,640",26,20,1/123,4.15,34,15.0,+73,"5,765",23,16,1/148,2.91,48,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-02,水,いいえ,"+1,080","5,911",26,20,1/129,3.88,31,31.0,+0,0,0,0,-,-,50,19.0,"+1,607","7,222",31,29,1/120,4.60,0,-,+102,456,2,3,1/91,3.88,56,2.0,-227,188,0,0,-,3.27,54,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-01,火,いいえ,-93,253,1,0,1/253,3.30,55,10.0,+57,"3,522",13,11,1/147,3.29,36,-,-444,"2,350",7,6,1/181,2.90,55,10.0,-77,434,2,0,1/217,3.18,61,6.0,+624,"4,413",20,14,1/130,3.65,45,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-30,月,いいえ,-498,"2,686",9,8,1/158,3.16,42,-,-215,"5,940",19,25,1/135,4.14,42,-,+83,"1,558",7,2,1/173,2.85,53,9.0,-320,"1,768",7,1,1/221,2.43,44,2.0,-286,"2,045",8,3,1/186,2.65,61,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-29,日,いいえ,+623,"5,242",20,19,1/134,3.81,24,-,-273,558,1,1,1/279,3.17,55,1.0,-475,"1,828",5,7,1/152,3.51,54,18.0,+786,"6,750",29,21,1/135,3.48,36,12.0,-98,"1,574",6,5,1/143,3.44,57,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-28,土,いいえ,+307,"3,574",17,8,1/143,2.93,20,-,-351,"1,729",5,6,1/157,3.39,55,35.0,-315,"2,408",9,4,1/185,2.58,59,4.0,-479,"1,289",4,1,1/258,2.65,61,2.0,-524,720,1,2,1/240,3.22,59,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-27,金,いいえ,"+2,472","7,895",36,27,1/125,4.14,4,-,-405,659,0,4,1/165,3.66,55,9.0,-771,"1,186",1,3,1/297,2.93,57,1.0,-244,369,1,0,1/369,3.15,46,42.0,+81,956,5,0,1/191,2.87,56,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-26,木,はい,+159,"1,454",7,2,1/162,2.96,53,3.0,+220,"1,446",7,3,1/145,3.22,50,15.0,-204,406,1,1,1/203,3.35,50,15.0,+361,"6,394",28,17,1/142,2.91,35,19.0,-449,418,0,0,-,3.00,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-25,水,いいえ,-335,966,2,2,1/242,3.04,53,3.0,+432,"2,247",11,4,1/150,2.92,50,25.0,+182,"1,774",8,3,1/161,2.93,25,25.0,-943,"1,624",2,7,1/180,3.45,60,7.0,"+1,351","6,258",29,25,1/116,4.65,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-24,火,いいえ,+165,"1,759",7,6,1/135,3.56,46,19.0,-120,127,0,0,-,3.34,51,5.0,"+2,425","7,416",37,24,1/122,4.15,13,-,-49,564,1,4,1/113,3.87,20,7.0,"+2,030","4,874",26,14,1/122,3.74,27,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-23,月,はい,+917,"1,472",10,3,1/113,3.51,33,31.0,-398,"5,128",18,17,1/147,3.34,49,16.0,-214,175,0,0,-,3.28,52,3.0,"+1,556","4,830",21,23,1/110,4.85,2,-,-289,"1,491",4,6,1/149,3.57,58,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-22,日,いいえ,+835,"6,363",28,19,1/135,3.38,32,-,-233,354,1,0,1/354,3.17,62,3.0,+214,"2,260",10,5,1/151,3.04,50,18.0,-252,"1,161",4,2,1/194,3.01,65,3.0,+308,"1,132",7,1,1/142,3.10,59,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-21,土,いいえ,+15,"1,496",6,3,1/166,3.06,50,-,-981,"1,616",2,5,1/231,3.01,64,9.0,+545,"1,724",10,1,1/157,2.71,50,-,-805,"1,168",2,1,1/389,2.60,70,6.0,-414,"1,248",1,8,1/139,3.97,55,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
