日付,曜日,特定日,715番台,,,,,,716番台,,,,,,717番台,,,,,,718番台,,,,,,720番台,,,,,,721番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2025-07-31,木,いいえ,-548,"5,924",19,20,1/152,3.34,-987,"1,097",1,2,1/366,2.81,"+1,466","5,464",28,13,1/133,3.10,-58,839,2,4,1/140,3.69,+804,"4,118",19,12,1/133,3.51,+749,"4,632",21,14,1/132,3.59
2025-07-30,水,はい,"-2,046","5,776",15,13,1/206,2.06,-909,"2,780",7,8,1/185,2.93,-29,"3,950",14,12,1/152,3.21,-276,"6,245",24,18,1/149,3.04,-481,"2,974",10,9,1/157,3.21,"+2,168","8,977",39,33,1/125,4.58
2025-07-29,火,いいえ,+168,"2,967",13,6,1/156,2.81,+278,"4,614",18,14,1/144,3.32,+284,"3,987",16,14,1/133,3.82,"+1,361","6,699",26,29,1/122,4.80,"-1,968","3,933",6,16,1/179,3.37,-734,"5,910",18,21,1/152,3.47
2025-07-28,月,いいえ,+53,"2,783",12,5,1/164,2.69,"-1,141","6,889",22,23,1/153,3.27,-338,"1,167",4,1,1/233,2.77,+339,"4,701",16,19,1/134,4.11,"-1,228","3,249",8,9,1/191,2.77,-322,"2,689",7,13,1/134,4.13
2025-07-27,日,いいえ,+78,"5,547",22,14,1/154,2.72,-452,"3,675",13,6,1/193,2.22,"+1,206","4,924",21,20,1/120,4.52,-349,"6,320",23,19,1/150,3.09,+182,"3,943",17,8,1/158,2.61,-983,"2,484",5,7,1/207,2.84
2025-07-26,土,いいえ,-479,"4,702",17,10,1/174,2.36,"+1,397","5,470",25,21,1/119,4.54,"+2,245","7,882",36,28,1/123,4.49,-140,"2,860",11,7,1/159,2.97,"+2,409","7,057",37,23,1/118,4.47,-973,"2,043",4,6,1/204,2.98
2025-07-25,金,いいえ,"-2,392","2,428",1,4,1/486,2.13,-770,"5,549",19,15,1/163,2.70,-785,"3,195",10,6,1/200,2.39,-514,"1,388",3,4,1/198,3.14,"+2,737","9,495",46,31,1/123,4.39,-8,785,4,0,1/196,2.96
2025-07-24,木,いいえ,-899,"3,317",8,9,1/195,2.71,"-1,119","4,442",15,5,1/222,1.78,"+1,417","4,966",23,15,1/131,3.65,"+2,051","7,582",31,35,1/115,5.17,-796,"3,033",9,7,1/190,2.64,-614,"5,514",16,22,1/145,3.88
2025-07-23,水,いいえ,"+2,171","7,738",38,23,1/127,3.85,-689,"2,033",6,1,1/290,2.18,"-2,627","2,576",2,2,1/644,1.86,+291,"4,631",18,16,1/136,3.75,-858,"1,723",5,1,1/287,2.34,+234,"5,801",24,13,1/157,2.46
2025-07-22,火,いいえ,"-1,805","6,738",18,21,1/173,2.76,"+1,007","5,327",26,13,1/137,3.06,-696,"1,445",3,3,1/241,2.85,+583,"5,198",22,13,1/149,2.84,-621,"1,842",5,4,1/205,2.83,+302,"5,290",21,12,1/160,2.50
2025-07-21,月,いいえ,"-1,780","5,103",13,12,1/204,2.21,"-1,003","1,471",3,2,1/294,2.61,"+1,957","6,105",32,12,1/139,2.56,+206,"3,878",15,10,1/155,2.93,+257,"3,559",17,8,1/142,2.99,"+1,085","6,796",31,19,1/136,3.30
2025-07-20,日,はい,+68,"6,530",23,20,1/152,3.09,+873,"7,587",31,27,1/131,4.15,"-1,137","2,132",4,6,1/213,2.89,+197,"5,152",20,15,1/147,3.15,-16,"4,228",18,11,1/146,3.05,-984,"3,320",10,7,1/195,2.47
2025-07-19,土,いいえ,"-1,103","2,936",9,2,1/267,1.93,+250,"6,750",26,19,1/150,2.92,-131,"2,576",10,5,1/172,2.73,-711,"1,688",4,5,1/188,3.13,"+1,771","6,914",29,24,1/130,4.06,-821,"5,022",15,17,1/157,3.27
2025-07-18,金,いいえ,-509,"4,086",12,12,1/170,2.90,-96,"3,398",15,6,1/162,2.55,+520,"6,914",26,25,1/136,3.98,+609,"7,137",27,28,1/130,4.39,-437,"1,773",6,2,1/222,2.56,-874,"1,608",2,5,1/230,3.04
2025-07-17,木,いいえ,"+1,025","6,002",24,20,1/136,3.71,-617,"1,363",4,1,1/273,2.58,-696,"2,038",6,3,1/226,2.52,-752,"2,359",6,6,1/197,2.83,+50,"2,447",9,8,1/144,3.48,"+1,982","6,493",28,27,1/118,4.83
2025-07-16,水,いいえ,-717,"4,658",14,15,1/161,3.13,-737,"4,769",13,13,1/183,2.58,-719,"5,861",18,18,1/163,2.93,+868,"4,247",21,9,1/142,2.85,"+3,090","7,726",43,20,1/123,3.68,-505,"2,917",9,8,1/172,2.96
2025-07-15,火,いいえ,-863,"2,853",8,6,1/204,2.53,+249,"4,275",16,12,1/153,3.05,+44,"6,601",21,27,1/138,4.20,-9,"5,191",18,18,1/144,3.58,+522,"3,502",14,10,1/146,3.24,-356,"1,890",5,7,1/158,3.48
2025-07-14,月,いいえ,"+1,079","7,819",33,24,1/137,3.50,-347,"4,890",18,14,1/153,3.03,"-1,515","3,703",7,15,1/168,3.48,-428,"2,226",6,7,1/171,3.20,-686,"3,096",6,12,1/172,3.38,-156,"1,396",4,5,1/155,3.47
2025-07-13,日,いいえ,-964,"4,957",18,8,1/191,1.97,-788,"6,573",23,15,1/173,2.21,-732,"3,944",10,13,1/171,3.08,-79,"4,078",17,7,1/170,2.31,"-1,122","1,645",2,2,1/411,2.39,+976,"7,392",30,26,1/132,4.06
2025-07-12,土,いいえ,-486,"5,564",20,12,1/174,2.25,+133,"5,790",22,19,1/141,3.53,-916,"3,503",8,13,1/167,3.35,"+1,960","6,701",32,20,1/129,3.73,"+2,475","4,141",26,11,1/112,4.01,+432,"6,166",24,23,1/131,4.15
2025-07-11,金,いいえ,-122,"6,194",20,28,1/129,4.61,+250,"4,325",16,14,1/144,3.44,-250,"1,164",3,5,1/146,3.65,"+1,273","4,270",19,18,1/115,4.61,-655,"4,556",15,12,1/169,2.70,+535,"2,113",11,6,1/124,3.60
2025-07-10,木,はい,+244,"7,594",27,24,1/149,3.21,"-1,279","1,911",3,4,1/273,2.61,+158,"5,842",20,22,1/139,3.92,-705,"3,094",11,6,1/182,2.53,+199,"5,246",19,19,1/138,3.83,"+1,543","7,861",35,29,1/123,4.58
2025-07-09,水,いいえ,"-1,897","6,724",19,16,1/192,2.10,+530,"5,362",23,16,1/137,3.43,"+2,079","5,995",29,19,1/125,4.00,+291,"6,401",27,18,1/142,3.13,"+2,268","5,548",28,19,1/118,4.38,"-2,814","6,373",15,15,1/212,2.02
2025-07-07,月,いいえ,-418,"5,432",20,14,1/160,2.68,-415,"1,093",3,2,1/219,3.00,"-1,811","3,191",5,7,1/266,2.28,"-1,795","4,476",7,17,1/187,3.15,-217,"2,646",10,5,1/176,2.66,+354,"6,244",25,17,1/149,2.91
2025-07-06,日,いいえ,-446,"3,673",13,8,1/175,2.56,"+3,064","7,241",38,27,1/111,5.00,-513,"6,233",23,14,1/168,2.27,+54,"3,860",14,12,1/148,3.31,+604,"5,878",28,12,1/147,2.47,"-1,457","5,835",13,29,1/139,4.50
2025-07-05,土,いいえ,+694,"5,721",24,18,1/136,3.58,"+2,481","6,320",34,18,1/122,3.92,"-1,137","3,652",10,10,1/183,2.75,"-1,479","3,365",9,4,1/259,1.95,-824,"2,631",6,9,1/175,3.21,+312,"4,938",21,12,1/150,2.81
2025-07-04,金,いいえ,+139,"6,005",23,16,1/154,2.78,-420,"2,202",8,3,1/200,2.52,+332,"4,314",17,14,1/139,3.55,+0,"2,290",7,8,1/153,3.46,+41,"3,035",13,6,1/160,2.74,"+2,122","5,689",31,11,1/135,2.67
2025-07-03,木,いいえ,"-1,633","2,844",5,5,1/284,2.21,-372,"4,583",13,20,1/139,4.14,-264,"4,216",12,17,1/145,3.83,"+1,419","6,779",29,26,1/123,4.54,-408,"3,609",13,8,1/172,2.61,-967,"4,546",15,9,1/189,2.21
2025-07-02,水,いいえ,+836,"7,227",31,21,1/139,3.29,-579,"1,588",5,3,1/199,2.87,"+1,227","6,030",28,17,1/134,3.40,"-1,036","3,648",11,7,1/203,2.29,+174,"4,872",22,9,1/157,2.35,+201,"3,673",11,19,1/122,4.62
2025-07-01,火,いいえ,+303,"4,474",20,8,1/160,2.36,+645,"3,408",14,12,1/131,3.82,-349,"5,361",19,17,1/149,3.28,-339,"1,437",4,4,1/180,3.18,+42,"8,494",30,29,1/144,3.58,-274,"2,943",11,6,1/173,2.67
2025-06-30,月,はい,-652,"4,719",19,4,1/205,1.69,-115,"2,404",9,8,1/141,3.53,-531,"2,974",11,6,1/175,2.64,"-1,102","2,072",4,4,1/259,2.54,-116,"4,461",15,15,1/149,3.42,"-1,068","3,487",8,11,1/184,2.95
2025-06-29,日,いいえ,+989,"6,516",26,26,1/125,4.52,"+4,239","7,637",41,31,1/106,5.32,"+1,328","6,454",29,19,1/134,3.48,+937,"7,596",35,18,1/143,2.63,"+1,117","3,672",17,14,1/118,4.27,-698,"6,639",23,16,1/170,2.31
2025-06-28,土,いいえ,-947,"5,060",15,13,1/181,2.48,-42,"3,423",13,9,1/156,3.00,"-1,199","1,553",1,4,1/311,2.79,"-1,124","3,719",10,7,1/219,2.19,-380,"5,109",17,16,1/155,3.15,-928,"4,829",11,17,1/172,3.13
2025-06-27,金,いいえ,+244,"3,267",14,8,1/149,3.03,+466,"3,549",13,15,1/127,4.21,"+1,947","3,797",21,14,1/108,4.53,-163,"4,377",17,10,1/162,2.62,+83,"1,613",6,3,1/179,2.94,-846,"3,468",9,10,1/183,2.84
2025-06-26,木,いいえ,-14,"2,135",9,6,1/142,3.36,"+1,083","4,662",20,15,1/133,3.69,"-1,707","2,399",3,7,1/240,2.77,-602,"4,951",14,15,1/171,2.86,"+1,192","4,766",22,16,1/125,4.00,-686,"2,887",9,6,1/192,2.57
2025-06-25,水,いいえ,"+1,367","5,972",26,22,1/124,4.34,-753,"1,681",5,1,1/280,2.38,-31,"5,538",19,19,1/146,3.52,-846,"1,513",3,3,1/252,2.78,"+1,933","5,848",28,18,1/127,3.84,+444,"4,316",17,14,1/139,3.55
2025-06-24,火,いいえ,-215,"4,033",15,10,1/161,2.78,-865,"2,402",5,8,1/185,3.14,-487,"3,917",12,9,1/187,2.48,+355,"1,736",9,3,1/145,3.09,"+1,712","4,928",24,18,1/117,4.43,-824,"1,028",1,0,1/1028,2.46
2025-06-23,月,いいえ,"-1,746","3,630",6,12,1/202,2.87,-359,"3,137",14,1,1/209,1.89,+880,"2,097",12,4,1/131,3.22,+974,"5,681",26,15,1/139,3.13,-587,"2,258",6,7,1/174,3.16,-986,764,0,0,-,2.63
2025-06-22,日,いいえ,+628,"5,214",23,14,1/141,3.13,+382,"3,770",16,12,1/135,3.61,+849,"5,010",23,15,1/132,3.59,+323,"5,322",22,17,1/136,3.60,-564,"4,933",15,19,1/145,3.78,+714,"5,032",22,13,1/144,3.01
2025-06-21,土,いいえ,+707,"5,983",26,16,1/142,3.04,"+3,485","8,863",41,32,1/121,4.68,+421,"3,250",16,5,1/155,2.56,+754,"6,600",26,19,1/147,3.06,"+2,711","6,761",32,27,1/115,4.92,-51,"3,051",12,8,1/153,3.08
2025-06-20,金,はい,"+1,100","6,187",28,17,1/137,3.23,-561,"2,852",10,6,1/178,2.68,+575,"4,687",21,10,1/151,2.63,"-1,205","3,621",9,11,1/181,2.90,"-1,963","2,803",3,6,1/311,2.28,"-1,197","3,506",8,10,1/195,2.74
2025-06-19,木,いいえ,"+2,895","7,025",36,25,1/115,4.75,-124,"1,575",6,3,1/175,2.98,-826,"2,831",6,9,1/189,3.01,-725,"4,814",15,14,1/166,2.86,-985,"1,488",2,2,1/372,2.52,+503,"5,079",21,16,1/137,3.55
2025-06-18,水,いいえ,-968,"2,080",5,4,1/231,2.61,"+3,695","8,253",43,31,1/112,5.11,+961,"5,989",24,20,1/136,3.73,-284,552,1,0,1/552,2.93,-102,"4,284",16,12,1/153,3.04,+639,"2,194",12,2,1/157,2.62
2025-06-17,火,いいえ,+137,"4,200",15,15,1/140,3.71,-448,"1,769",5,5,1/177,3.14,+654,"5,259",20,18,1/138,3.70,"+1,194","2,975",17,6,1/129,3.18,"+1,421","7,979",33,31,1/125,4.62,-790,"1,627",4,3,1/232,2.75
2025-06-16,月,いいえ,-777,"3,699",11,12,1/161,3.20,"+2,084","6,292",26,28,1/117,4.95,-749,"2,302",5,7,1/192,3.02,"+1,719","6,493",31,25,1/116,4.78,-638,"4,396",14,15,1/152,3.40,-13,"4,172",19,8,1/155,2.55
2025-06-15,日,いいえ,-205,"5,891",22,17,1/151,3.01,"-1,319","3,296",7,10,1/194,2.85,+350,"4,968",20,14,1/146,3.12,-30,"3,810",16,9,1/152,2.87,+844,"5,205",25,11,1/145,2.66,+990,"6,864",26,25,1/135,4.03
2025-06-14,土,いいえ,+567,"5,892",25,14,1/151,2.64,"+2,583","6,889",33,24,1/121,4.45,-115,"3,426",13,7,1/171,2.58,+478,"5,557",25,9,1/163,2.05,-557,"4,042",13,11,1/168,2.82,-566,"6,046",22,17,1/155,2.87
2025-06-13,金,いいえ,+396,"5,604",21,19,1/140,3.64,-6,"2,079",8,4,1/173,2.85,"+1,754","7,033",33,21,1/130,3.69,+622,"5,394",26,7,1/163,1.92,+257,"2,270",12,3,1/151,2.77,-655,"1,545",4,3,1/221,2.83
2025-06-12,木,いいえ,"-1,266","2,518",5,4,1/280,2.27,+37,"5,382",16,21,1/145,3.82,-209,"2,713",10,5,1/181,2.60,"+1,017","2,469",14,4,1/137,2.98,"+1,181","4,888",22,17,1/125,4.08,"+1,451","5,549",29,16,1/123,3.83
2025-06-11,水,いいえ,"-1,449","2,799",5,5,1/280,2.23,-570,"4,387",14,13,1/162,2.98,+657,"4,548",19,17,1/126,4.15,-809,"4,603",16,12,1/164,2.73,-833,"2,633",6,7,1/203,2.78,+912,"2,683",13,7,1/134,3.37
2025-06-10,火,はい,"+1,721","8,116",31,40,1/114,5.29,-944,"1,830",5,1,1/305,2.26,-641,"5,697",20,12,1/178,2.17,"-1,310","5,360",18,6,1/223,1.64,-158,"4,924",16,18,1/145,3.67,"+2,227","6,877",32,21,1/130,3.76
2025-06-09,月,いいえ,-710,"4,380",12,15,1/162,3.24,"+1,133","6,151",29,15,1/140,2.91,-170,"3,074",10,10,1/154,3.33,+198,"4,994",20,15,1/143,3.32,"+1,474","6,494",27,23,1/130,4.10,-140,"1,650",6,3,1/183,2.90
