日付,曜日,特定日,873番台,,,,,,,,875番台,,,,,,,,876番台,,,,,,,,877番台,,,,,,,,878番台,,,,,,,,880番台,,,,,,,,881番台,,,,,,,,882番台,,,,,,,,883番台,,,,,,,,885番台,,,,,,,,886番台,,,,,,,,887番台,,,,,,,,1078番台,,,,,,,,1080番台,,,,,,,,1081番台,,,,,,,,1082番台,,,,,,,,1083番台,,,,,,,,1085番台,,,,,,,,1086番台,,,,,,,,1087番台,,,,,,,,1088番台,,,,,,,,1100番台,,,,,,,,1101番台,,,,,,,,1102番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2026-05-13,水,いいえ,"-2,351","3,601",0,9,1/400,-,18,1.0,-721,"2,564",0,6,1/427,-,69,14.0,-645,"4,473",0,13,1/344,-,49,7.0,+61,671,0,1,1/671,-,17,1.0,-311,624,0,2,1/312,-,16,-,"-1,937","7,068",0,16,1/442,-,55,6.0,"-1,246","1,886",0,4,1/472,-,74,5.0,-33,600,0,2,1/300,-,33,2.0,"-1,243","4,537",0,13,1/349,-,31,13.0,-211,"4,821",0,10,1/482,-,40,6.0,-923,652,0,1,1/652,-,42,2.0,+636,"6,062",0,13,1/466,-,34,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-12,火,いいえ,"+2,384","5,370",0,14,1/384,-,11,5.0,"-1,269","2,209",0,5,1/442,-,25,1.0,"-1,547","1,814",0,4,1/454,-,49,2.0,-714,"2,242",0,5,1/448,-,24,13.0,+727,"2,985",0,7,1/426,-,6,-,"-1,551","1,288",0,3,1/429,-,49,2.0,-667,"3,906",0,8,1/488,-,66,17.0,"-1,428","2,280",0,5,1/456,-,36,9.0,"-1,354","5,308",0,16,1/332,-,27,2.0,-61,"5,416",0,13,1/417,-,47,11.0,-523,"2,706",0,8,1/338,-,36,9.0,-575,"4,200",0,7,1/600,-,27,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-10,日,はい,"-3,231","6,600",0,19,1/347,-,14,-,"-1,033","5,629",0,16,1/352,-,14,-,"+3,119","6,092",0,12,1/508,-,47,1.0,"-1,529","3,298",0,10,1/330,-,21,6.0,-774,"4,168",0,11,1/379,-,24,2.0,"+1,773","7,152",0,12,1/596,-,46,10.0,"-2,376","4,488",0,10,1/449,-,55,6.0,+522,"4,793",0,12,1/399,-,35,11.0,-744,"6,022",0,14,1/430,-,15,1.0,"+1,201","7,247",0,12,1/604,-,49,2.0,-563,"6,159",0,14,1/440,-,36,1.0,"-1,285","7,487",0,17,1/440,-,22,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-09,土,はい,"+4,139","5,422",0,14,1/387,-,6,-,+643,"3,369",0,9,1/374,-,6,-,-84,"6,236",0,14,1/445,-,86,6.0,"+1,201","5,399",0,13,1/415,-,11,5.0,"-1,032","3,184",0,9,1/354,-,18,2.0,"-1,975","3,163",0,9,1/351,-,80,16.0,"-1,593","3,068",0,7,1/438,-,48,21.0,-949,"1,402",0,4,1/351,-,51,3.0,+414,"4,560",0,8,1/570,-,18,2.0,+217,"5,105",0,10,1/511,-,64,13.0,-344,"3,817",0,9,1/424,-,27,9.0,"-1,921","5,895",0,15,1/393,-,16,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-08,金,いいえ,+978,"7,081",0,20,1/354,-,9,1.0,-720,"1,295",0,3,1/432,-,8,-,"-1,419","1,760",0,3,1/587,-,78,25.0,+272,"2,974",0,6,1/496,-,16,7.0,+874,"3,264",0,10,1/326,-,16,7.0,"-1,002","1,608",0,5,1/322,-,53,8.0,+605,"7,209",0,22,1/328,-,43,25.0,-366,762,0,2,1/381,-,45,2.0,"+5,647","4,691",0,6,1/782,-,18,2.0,-910,"1,921",0,6,1/320,-,92,14.0,"+7,298","6,412",0,6,1/1069,-,16,7.0,+539,"1,230",0,3,1/410,-,9,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-07,木,いいえ,+44,"5,311",0,11,1/483,-,9,3.0,+83,"1,566",0,4,1/392,-,6,-,-982,"4,195",0,9,1/466,-,48,6.0,"+2,007","2,970",0,4,1/743,-,16,7.0,+108,"2,288",0,3,1/763,-,22,2.0,"-1,569","4,245",0,8,1/531,-,58,9.0,"+3,383","2,533",0,3,1/844,-,49,1.0,"+4,132","6,774",0,12,1/565,-,32,6.0,"-1,675","2,792",0,7,1/399,-,26,4.0,"-1,646","3,717",0,9,1/413,-,92,34.0,"-1,599","4,450",0,14,1/318,-,42,10.0,-113,"3,320",0,8,1/415,-,20,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-06,水,いいえ,"+4,133","6,137",0,12,1/511,-,14,4.0,-525,493,0,2,1/247,-,10,-,-820,821,0,2,1/411,-,46,14.0,"-1,900","3,793",0,9,1/421,-,24,3.0,+215,"2,630",0,5,1/526,-,21,5.0,"+1,837","4,831",0,14,1/345,-,32,2.0,"-2,726","3,337",0,7,1/477,-,64,18.0,-531,"2,329",0,6,1/388,-,71,7.0,"+2,060","3,584",0,5,1/717,-,16,2.0,-352,"1,606",0,4,1/402,-,74,3.0,+570,"3,134",0,8,1/392,-,46,14.0,+125,462,0,1,1/462,-,30,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-05,火,いいえ,-579,"3,911",0,8,1/489,-,22,1.0,"+8,892","7,079",0,9,1/787,-,11,-,"-1,793","3,583",0,9,1/398,-,31,9.0,+32,"1,556",0,5,1/311,-,16,5.0,"+5,109","6,391",0,8,1/799,-,32,1.0,"-1,796","4,180",0,7,1/597,-,78,6.0,"-1,137","4,034",0,8,1/504,-,54,12.0,"-2,799","3,043",0,7,1/435,-,72,18.0,-856,"2,902",0,5,1/580,-,21,5.0,"-1,686","3,261",0,8,1/408,-,35,3.0,-651,"3,254",0,7,1/465,-,41,6.0,"+2,437","6,274",0,12,1/523,-,42,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-04,月,いいえ,"+7,048","7,650",0,14,1/546,-,21,3.0,+805,"5,214",0,12,1/435,-,11,-,"-1,543","3,065",0,7,1/438,-,22,1.0,"-1,332","2,401",0,9,1/267,-,18,4.0,"-2,328","4,650",0,11,1/423,-,75,23.0,"-1,296","1,541",0,2,1/771,-,39,8.0,"-1,019","1,998",0,3,1/666,-,52,11.0,"-1,685","2,665",0,5,1/533,-,29,7.0,"+1,679","6,655",0,16,1/416,-,14,3.0,"-1,137","2,852",0,6,1/475,-,41,2.0,-930,"6,821",0,16,1/426,-,39,8.0,+213,"5,772",0,14,1/412,-,31,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-03,日,はい,+830,"5,987",0,14,1/428,-,33,11.0,"+1,081","3,513",0,10,1/351,-,11,-,-756,861,0,2,1/431,-,13,2.0,"+5,602","5,181",0,11,1/471,-,14,1.0,"-1,066","3,719",0,11,1/338,-,54,18.0,"-1,074","4,294",0,9,1/477,-,34,1.0,"-1,744","2,936",0,8,1/367,-,54,18.0,-232,870,0,2,1/435,-,21,7.0,"-3,232","4,690",0,13,1/361,-,22,1.0,-740,"2,786",0,8,1/348,-,36,2.0,-240,"1,821",0,5,1/364,-,21,7.0,"-1,340","6,013",0,18,1/334,-,62,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-02,土,はい,"-1,932","3,934",0,8,1/492,-,34,4.0,"+1,081","1,966",0,6,1/328,-,18,4.0,"+3,416","4,248",0,9,1/472,-,6,-,"-1,390","1,197",0,2,1/599,-,29,11.0,"-1,354","1,448",0,4,1/362,-,52,4.0,"+1,010","3,399",0,9,1/378,-,18,4.0,-475,"2,936",0,9,1/326,-,37,3.0,"-1,066","3,159",0,8,1/395,-,14,5.0,+121,"1,833",0,4,1/458,-,9,3.0,+997,"3,896",0,5,1/779,-,48,2.0,+828,"3,688",0,10,1/369,-,30,1.0,-122,"4,166",0,12,1/347,-,46,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-05-01,金,いいえ,"+5,238","4,413",0,3,1/1471,-,19,9.0,"+5,323","5,979",0,13,1/460,-,22,3.0,"+4,386","6,365",0,15,1/424,-,6,-,+0,"2,274",0,5,1/455,-,23,1.0,"-1,139","5,440",0,12,1/453,-,32,9.0,"-2,416","2,373",0,5,1/475,-,34,2.0,-544,753,0,3,1/251,-,32,9.0,"+3,069","3,950",0,9,1/439,-,6,-,-80,"2,628",0,8,1/329,-,10,4.0,-815,"1,596",0,3,1/532,-,60,7.0,-84,"7,759",0,15,1/517,-,53,10.0,"-2,303","2,662",0,5,1/532,-,43,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-30,木,はい,"-1,172","2,207",0,4,1/552,-,36,4.0,"-1,633","4,541",0,9,1/505,-,51,8.0,-915,"3,554",0,10,1/355,-,8,2.0,"-1,314","2,652",0,8,1/332,-,38,2.0,"+4,574","7,379",0,15,1/492,-,30,2.0,"+1,492","6,379",0,19,1/336,-,24,15.0,"+4,766","7,475",0,20,1/374,-,32,2.0,+143,"5,096",0,13,1/392,-,6,-,"+2,274","6,902",0,11,1/627,-,9,1.0,+267,"4,198",0,7,1/600,-,43,5.0,"-2,187","5,469",0,14,1/391,-,28,4.0,"-1,762","2,587",0,6,1/431,-,36,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-29,水,いいえ,"-1,743","3,606",0,10,1/361,-,28,1.0,"-1,725","2,953",0,7,1/422,-,45,17.0,"+1,581","2,785",0,4,1/696,-,6,-,+54,581,0,1,1/581,-,14,8.0,-493,513,0,2,1/257,-,73,18.0,"-1,040","2,943",0,7,1/420,-,49,1.0,"-1,073","4,815",0,10,1/482,-,48,3.0,"-1,125",767,0,1,1/767,-,14,8.0,-545,"2,547",0,6,1/425,-,16,2.0,"+1,328","8,725",0,23,1/379,-,55,6.0,"+2,261","2,494",0,3,1/831,-,21,5.0,-350,"2,227",0,4,1/557,-,27,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-28,火,いいえ,-525,416,0,1,1/416,-,16,4.0,"+1,787","5,600",0,16,1/350,-,25,1.0,"+2,708","6,066",0,16,1/379,-,8,2.0,+673,"2,148",0,4,1/537,-,12,1.0,"-2,234","2,439",0,4,1/610,-,30,5.0,+727,"2,384",0,7,1/341,-,24,8.0,"-1,069","1,335",0,3,1/445,-,40,10.0,"+4,098","4,767",0,8,1/596,-,6,-,"+1,537","2,848",0,7,1/407,-,11,3.0,"-2,748","4,842",0,11,1/440,-,88,30.0,"-1,494","1,252",0,2,1/626,-,58,18.0,"+4,774","5,565",0,9,1/618,-,16,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-27,月,いいえ,-696,"1,928",0,4,1/482,-,8,-,"+3,220","6,701",0,12,1/558,-,46,14.0,-611,538,0,1,1/538,-,10,2.0,-472,"2,132",0,6,1/355,-,12,2.0,-597,"3,937",0,10,1/394,-,28,4.0,-945,"2,137",0,4,1/534,-,32,4.0,"-2,087","2,382",0,4,1/596,-,24,5.0,-228,200,0,1,1/200,-,10,2.0,-581,441,0,1,1/441,-,13,1.0,"-1,684","4,964",0,14,1/355,-,81,35.0,+29,"3,360",0,6,1/560,-,24,5.0,"-1,457","1,295",0,3,1/432,-,19,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-26,日,はい,"+2,384","5,599",0,10,1/560,-,6,-,"-2,586","5,127",0,13,1/394,-,92,39.0,"+4,452","8,671",0,22,1/394,-,6,-,+425,"8,129",0,24,1/339,-,9,3.0,"-1,446","3,901",0,6,1/650,-,25,7.0,+639,"5,703",0,16,1/356,-,18,2.0,"+5,231","9,090",0,21,1/433,-,16,7.0,"+3,180","7,375",0,15,1/492,-,6,-,"+3,889","5,518",0,9,1/613,-,16,7.0,"-3,196","4,052",0,6,1/675,-,53,12.0,"-2,203","4,971",0,11,1/452,-,41,16.0,"+2,122","6,764",0,19,1/356,-,16,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-25,土,はい,+207,"4,686",0,11,1/426,-,6,-,"-1,384","3,912",0,9,1/435,-,85,43.0,+268,"6,483",0,16,1/405,-,9,3.0,"-1,355","4,960",0,12,1/413,-,25,2.0,"+1,580","4,967",0,9,1/552,-,23,4.0,"-1,278","5,268",0,13,1/405,-,23,4.0,"-1,150","6,290",0,14,1/449,-,27,2.0,+362,"4,883",0,11,1/444,-,12,3.0,"+1,158","7,690",0,12,1/641,-,19,7.0,"-1,952","2,692",0,6,1/449,-,42,8.0,-324,"7,211",0,18,1/401,-,34,7.0,-785,"3,340",0,7,1/477,-,42,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-24,金,いいえ,+559,"1,687",0,3,1/562,-,9,-,"-1,039","4,286",0,12,1/357,-,72,26.0,+925,"4,358",0,6,1/726,-,16,1.0,-985,971,0,2,1/486,-,15,6.0,-382,"2,046",0,6,1/341,-,44,4.0,"-1,513","1,881",0,4,1/470,-,28,5.0,"-1,072","1,888",0,5,1/378,-,22,1.0,+875,"3,351",0,8,1/419,-,19,3.0,-687,"1,872",0,3,1/624,-,46,2.0,"+2,404","3,948",0,11,1/359,-,23,1.0,"+2,381","2,550",0,5,1/510,-,21,2.0,-613,"1,769",0,3,1/590,-,40,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-23,木,いいえ,-373,502,0,1,1/502,-,15,1.0,"-1,899","6,296",0,13,1/484,-,66,25.0,+169,"2,791",0,5,1/558,-,24,6.0,"+1,368","4,034",0,13,1/310,-,14,-,+91,"1,994",0,5,1/399,-,25,1.0,-80,"7,452",0,22,1/339,-,16,1.0,-756,"2,919",0,5,1/584,-,18,2.0,-962,"2,981",0,6,1/497,-,32,7.0,-971,799,0,2,1/400,-,41,3.0,"-1,268","1,805",0,4,1/451,-,34,2.0,"-1,549","2,590",0,5,1/518,-,38,4.0,-552,"2,712",0,7,1/387,-,24,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-22,水,いいえ,"+4,525","7,513",0,18,1/417,-,11,-,+204,"4,603",0,9,1/511,-,61,17.0,"-1,740","2,490",0,6,1/415,-,25,2.0,"+2,269","6,816",0,18,1/379,-,17,2.0,"+5,609","5,372",0,11,1/488,-,22,5.0,+627,"3,696",0,8,1/462,-,15,1.0,"+1,466","3,262",0,8,1/408,-,14,3.0,"+3,037","3,770",0,7,1/539,-,31,5.0,"+2,502","6,475",0,14,1/463,-,44,13.0,"-1,243","2,809",0,6,1/468,-,26,1.0,"-2,301","2,671",0,7,1/382,-,22,5.0,+373,"5,190",0,13,1/399,-,23,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-20,月,はい,"+2,854","5,912",0,15,1/394,-,16,5.0,"-1,464","1,688",0,3,1/563,-,93,29.0,"+3,449","4,572",0,8,1/572,-,16,5.0,+667,"5,871",0,14,1/419,-,34,2.0,"-2,903","3,683",0,9,1/409,-,40,6.0,+95,"5,022",0,10,1/502,-,21,5.0,+220,"1,800",0,6,1/300,-,25,4.0,-175,"6,066",0,13,1/467,-,40,6.0,+454,"6,965",0,20,1/348,-,64,24.0,"-3,499","5,217",0,12,1/435,-,21,5.0,"+3,481","4,217",0,9,1/469,-,11,-,"+6,887","7,377",0,11,1/671,-,32,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-19,日,はい,"+3,961","5,953",0,14,1/425,-,28,3.0,"-1,551","3,357",0,6,1/560,-,91,3.0,+486,"5,148",0,13,1/396,-,25,7.0,+244,"4,974",0,11,1/452,-,52,21.0,"-1,367","1,200",0,3,1/400,-,28,3.0,+339,"1,583",0,3,1/528,-,31,2.0,-630,"3,118",0,12,1/260,-,25,7.0,"+2,386","2,928",0,7,1/418,-,29,1.0,"-2,366","3,866",0,12,1/322,-,88,7.0,"+4,096","7,172",0,11,1/652,-,14,-,-280,"3,252",0,7,1/465,-,18,4.0,"-1,946","3,310",0,10,1/331,-,81,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-18,土,はい,-131,"5,593",0,10,1/559,-,65,1.0,"-2,085","2,208",0,5,1/442,-,45,18.0,-436,"3,041",0,7,1/434,-,64,6.0,"-2,371","5,782",0,13,1/445,-,90,6.0,"-2,957","2,946",0,6,1/491,-,22,7.0,"+1,714","5,753",0,11,1/523,-,27,5.0,"+2,409","3,545",0,4,1/886,-,14,-,"-1,408","2,279",0,5,1/456,-,58,13.0,-419,"7,724",0,17,1/454,-,84,16.0,-978,"7,389",0,18,1/411,-,15,1.0,"-1,758","3,700",0,8,1/463,-,14,-,"-3,377","6,175",0,15,1/412,-,68,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-17,金,いいえ,"-1,390","5,032",0,12,1/419,-,54,3.0,"-2,534","3,165",0,5,1/633,-,43,1.0,"-2,794","7,264",0,22,1/330,-,55,1.0,-273,"1,450",0,2,1/725,-,70,15.0,"-1,210","3,502",0,7,1/500,-,13,7.0,"-2,866","4,613",0,11,1/419,-,51,3.0,-470,992,0,4,1/248,-,42,28.0,"-1,904","4,967",0,11,1/452,-,48,2.0,"-1,411","7,067",0,14,1/505,-,84,14.0,+260,914,0,4,1/229,-,14,1.0,+109,414,0,2,1/207,-,6,-,"-1,551","6,462",0,21,1/308,-,46,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
