日付,曜日,特定日,1165番台,,,,,,,,,1166番台,,,,,,,,,1167番台,,,,,,,,,1168番台,,,,,,,,,1170番台,,,,,,,,,1171番台,,,,,,,,,1172番台,,,,,,,,,1173番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-12-25,木,いいえ,"-1,392","2,432",3,4,1/347,-,2.44,18,1.0,-512,446,0,0,-,-,3.05,56,12.0,"+1,890","5,428",23,19,1/129,-,4.75,21,3.0,-114,264,1,0,1/264,-,3.36,12,1.0,+795,"2,882",15,6,1/137,-,3.78,17,5.0,-204,"4,463",16,8,1/186,-,2.83,79,23.0,"+1,139","2,853",14,9,1/124,-,4.29,33,2.0,-807,"1,779",4,3,1/254,-,2.89,33,2.0,-255,865,3,0,1/288,-,3.01,44,11.0,+371,"3,303",14,6,1/165,-,3.25,10,-,-164,"1,628",5,5,1/163,-,3.57,26,5.0,-410,407,0,1,1/407,-,3.30,31,5.0,+598,"2,150",10,6,1/134,-,3.89,11,1.0
2025-12-24,水,いいえ,+229,"1,600",8,1,1/178,-,3.12,14,1.0,-229,339,1,0,1/339,-,3.28,45,9.0,-144,"3,574",13,7,1/179,-,3.08,34,7.0,"+1,489","4,618",23,11,1/136,-,4.08,11,-,-319,"2,061",6,5,1/187,-,3.26,36,2.0,"-1,017","2,926",6,8,1/209,-,3.06,61,16.0,-215,"2,945",7,11,1/164,-,3.77,77,16.0,+487,"1,452",8,3,1/132,-,3.70,26,2.0,-54,"3,539",13,7,1/177,-,3.12,27,1.0,+664,"2,432",13,4,1/143,-,3.56,13,2.0,"+1,504","3,957",17,17,1/116,-,4.96,24,10.0,-304,"1,132",3,2,1/226,-,3.17,14,1.0,-240,203,0,0,-,-,3.29,14,1.0
2025-12-23,火,いいえ,-396,"3,094",9,7,1/193,-,3.06,26,1.0,-611,"2,091",6,2,1/261,-,2.65,45,6.0,-160,749,2,1,1/250,-,3.21,29,2.0,+549,"3,488",18,5,1/152,-,3.35,20,3.0,-408,971,2,1,1/324,-,3.00,29,2.0,-492,712,2,0,1/356,-,3.04,25,5.0,-441,"2,844",7,8,1/190,-,3.25,71,26.0,-547,424,0,0,-,-,3.07,39,6.0,-846,"1,455",1,6,1/208,-,3.45,27,1.0,-327,"1,324",3,4,1/189,-,3.41,17,5.0,+654,"6,486",25,18,1/151,-,3.94,33,4.0,"+2,007","7,321",33,21,1/136,-,4.57,12,-,"+1,702","4,577",25,10,1/131,-,4.16,12,-
2025-12-21,日,はい,"+1,965","5,787",27,16,1/135,-,4.39,15,-,-569,"3,849",11,11,1/175,-,3.39,36,1.0,-387,"1,152",4,2,1/192,-,3.28,25,4.0,"-1,181","3,512",8,10,1/195,-,3.15,37,1.0,+377,"2,591",12,5,1/152,-,3.49,30,4.0,-758,"3,753",12,5,1/221,-,2.48,21,1.0,-621,"4,383",15,12,1/162,-,3.56,62,25.0,-333,"1,435",5,2,1/205,-,3.12,32,2.0,+267,"2,154",10,3,1/166,-,3.25,15,-,+690,"6,666",25,19,1/152,-,3.97,20,5.0,-996,"1,577",2,3,1/315,-,2.84,65,3.0,-485,"1,658",4,2,1/276,-,2.80,35,3.0,-49,"4,791",15,14,1/165,-,3.58,26,1.0
2025-12-20,土,はい,"+1,679","6,583",29,18,1/140,-,4.28,15,3.0,-582,"2,249",7,5,1/187,-,3.21,35,2.0,"+2,078","4,870",29,11,1/122,-,4.51,24,7.0,+958,"6,523",27,18,1/145,-,4.13,16,1.0,"+1,133","6,859",27,20,1/146,-,4.19,45,10.0,-654,"2,543",8,5,1/196,-,3.05,12,-,"-1,338","3,221",10,3,1/248,-,2.36,56,11.0,+888,"7,184",28,22,1/144,-,4.36,33,1.0,-26,"2,962",11,5,1/185,-,3.02,32,1.0,-899,"2,604",8,4,1/217,-,2.80,17,1.0,-704,"4,518",16,6,1/205,-,2.46,58,2.0,-422,"1,082",2,2,1/271,-,3.10,26,2.0,+276,"5,206",20,17,1/141,-,4.33,31,5.0
2025-12-19,金,いいえ,-33,"2,954",12,5,1/174,-,3.14,35,3.0,-688,"1,809",3,5,1/226,-,3.14,16,2.0,-258,942,4,0,1/236,-,3.06,39,4.0,+358,"2,177",9,5,1/156,-,3.52,27,2.0,-521,"2,690",7,7,1/192,-,3.20,74,5.0,+250,"1,559",6,4,1/156,-,3.55,11,-,+232,"3,886",13,16,1/134,-,4.52,49,10.0,-256,"1,976",6,4,1/198,-,3.14,69,20.0,-608,561,0,0,-,-,2.94,30,1.0,+0,"2,862",11,5,1/179,-,3.11,14,3.0,-131,330,1,0,1/330,-,3.29,32,2.0,+628,"3,207",11,15,1/123,-,4.69,25,9.0,-186,105,0,0,-,-,3.39,29,2.0
2025-12-18,木,いいえ,-501,"1,088",2,3,1/218,-,3.30,22,8.0,"+1,466","6,346",28,17,1/141,-,4.21,14,3.0,-85,134,0,0,-,-,3.36,35,6.0,-550,415,0,0,-,-,3.08,49,14.0,-999,"3,369",8,9,1/198,-,3.08,74,5.0,-266,535,1,1,1/268,-,3.30,11,-,-396,670,1,0,1/670,-,2.95,81,7.0,-438,"3,335",13,4,1/196,-,2.73,69,20.0,+144,"2,685",9,6,1/179,-,3.24,24,2.0,+759,"2,457",10,9,1/129,-,4.19,24,2.0,-222,"1,398",4,4,1/175,-,3.46,29,1.0,-426,"1,861",5,4,1/207,-,3.13,28,4.0,+995,"5,430",21,18,1/139,-,4.41,28,4.0
2025-12-17,水,いいえ,-685,"1,195",3,0,1/398,-,2.71,21,7.0,+252,"4,602",16,14,1/153,-,3.87,36,5.0,-296,"1,074",1,6,1/153,-,3.83,31,4.0,-115,573,2,0,1/287,-,3.17,42,4.0,-458,690,1,1,1/345,-,3.14,69,9.0,+619,"1,640",9,3,1/137,-,3.64,11,-,-414,"3,967",12,10,1/180,-,3.20,54,12.0,-215,"1,100",2,3,1/220,-,3.29,60,5.0,+162,"4,120",15,10,1/165,-,3.41,36,5.0,-4,"3,111",11,5,1/194,-,2.88,38,2.0,-99,501,2,1,1/167,-,3.46,14,3.0,+900,"3,221",16,7,1/140,-,3.78,27,6.0,-279,361,1,0,1/361,-,3.26,55,1.0
2025-12-16,火,いいえ,-924,"1,503",3,2,1/301,-,2.83,15,1.0,-20,"4,080",16,8,1/170,-,3.17,69,14.0,"+1,626","4,679",25,10,1/134,-,4.07,35,1.0,-842,"2,842",5,9,1/203,-,3.22,49,5.0,-89,"3,712",15,4,1/195,-,2.63,69,14.0,"+1,798","5,911",28,18,1/129,-,4.70,15,1.0,-293,575,2,0,1/288,-,3.17,52,3.0,-9,"7,707",26,20,1/168,-,3.36,44,4.0,-308,"2,801",10,5,1/187,-,3.05,40,5.0,-748,"3,765",9,11,1/188,-,3.23,35,1.0,+147,"1,116",5,2,1/159,-,3.44,14,-,-300,"2,941",9,8,1/173,-,3.40,55,3.0,-126,"1,633",5,3,1/204,-,3.14,34,19.0
2025-12-15,月,いいえ,+790,"3,732",17,10,1/138,-,4.01,12,-,-491,663,1,0,1/663,-,2.96,61,14.0,"-1,103","1,611",2,2,1/403,-,2.63,75,9.0,-540,796,1,1,1/398,-,3.04,36,2.0,-853,"2,202",5,3,1/275,-,2.64,66,5.0,-145,"2,319",7,7,1/166,-,3.55,37,1.0,"-1,280","1,561",2,1,1/520,-,2.49,47,3.0,-610,643,1,1,1/322,-,3.19,32,7.0,+185,"2,622",10,4,1/187,-,3.01,25,2.0,-421,700,2,0,1/350,-,3.05,23,2.0,-653,"2,456",7,4,1/223,-,2.82,34,2.0,-422,"1,185",3,2,1/237,-,3.12,44,7.0,-771,"1,201",3,0,1/400,-,2.71,21,9.0
2025-12-14,日,はい,+45,"1,695",8,2,1/170,-,3.24,22,1.0,-685,"2,316",6,6,1/193,-,3.23,54,5.0,-363,"1,369",5,0,1/274,-,2.78,66,2.0,"+1,254","4,941",22,11,1/150,-,3.67,34,10.0,-370,697,1,1,1/349,-,3.14,64,10.0,+135,"6,298",22,18,1/157,-,3.78,44,1.0,-332,589,1,1,1/295,-,3.24,34,10.0,-420,924,3,0,1/308,-,2.96,21,9.0,"-1,018","2,918",6,8,1/208,-,3.07,49,5.0,"+2,147","3,832",23,8,1/124,-,4.23,21,9.0,-240,"2,642",9,5,1/189,-,3.07,24,2.0,-53,"1,096",5,0,1/219,-,3.03,43,9.0,"-1,040","5,117",16,10,1/197,-,2.67,12,-
2025-12-13,土,はい,+518,"5,475",23,12,1/156,-,3.49,18,2.0,+524,"5,705",22,15,1/154,-,3.74,44,5.0,-243,"3,222",9,12,1/153,-,3.94,79,6.0,-57,"2,660",9,7,1/166,-,3.47,73,10.0,-149,"4,727",15,10,1/189,-,2.87,63,18.0,-433,"2,329",7,7,1/166,-,3.54,45,1.0,-427,"3,294",11,5,1/206,-,2.73,15,9.0,-420,"1,898",5,3,1/237,-,2.89,16,1.0,-127,648,2,0,1/324,-,3.10,44,5.0,-773,"2,202",5,4,1/245,-,2.82,39,1.0,"+1,826","6,699",30,21,1/131,-,4.75,26,8.0,-549,878,1,2,1/293,-,3.17,38,12.0,+809,540,5,2,1/77,-,4.03,6,-
2025-12-12,金,いいえ,"+1,633","4,142",19,12,1/134,-,4.25,31,9.0,-320,926,2,2,1/232,-,3.25,79,1.0,-157,"1,965",8,1,1/218,-,2.79,78,4.0,-208,"3,208",13,3,1/201,-,2.65,74,28.0,-227,364,1,0,1/364,-,3.25,46,1.0,+677,"4,074",17,9,1/157,-,3.49,22,6.0,+130,"1,527",4,6,1/153,-,3.76,11,2.0,-475,"2,932",10,7,1/172,-,3.33,9,-,-32,"1,252",5,2,1/179,-,3.30,40,5.0,-256,318,0,1,1/318,-,3.39,22,6.0,-449,"2,284",7,5,1/190,-,3.17,45,5.0,+108,434,2,0,1/217,-,3.31,35,4.0,-72,"1,051",2,4,1/175,-,3.55,16,5.0
2025-12-11,木,いいえ,"-1,069","1,335",1,1,1/668,-,2.57,88,7.0,-750,"1,879",5,3,1/235,-,2.91,78,17.0,-451,594,1,0,1/594,-,3.03,36,4.0,-709,"2,072",5,3,1/259,-,2.74,81,3.0,-188,"5,637",23,9,1/176,-,2.79,32,3.0,-392,"1,382",3,3,1/230,-,3.14,61,17.0,+669,"1,926",11,1,1/161,-,3.18,14,5.0,+314,"1,011",5,2,1/144,-,3.55,9,1.0,-319,351,1,0,1/351,-,3.27,44,8.0,-136,"1,043",5,0,1/209,-,3.08,20,6.0,+15,"1,919",6,6,1/160,-,3.62,29,9.0,-225,199,0,0,-,-,3.29,29,9.0,-67,"3,741",14,6,1/187,-,2.86,8,-
2025-12-10,水,はい,-945,"3,279",8,8,1/205,-,2.97,75,3.0,"-1,509","4,689",10,7,1/276,-,2.04,72,10.0,"-1,232","1,942",2,2,1/486,-,2.38,36,10.0,-951,"3,993",12,7,1/210,-,2.63,62,6.0,-610,"3,929",13,7,1/196,-,2.78,26,4.0,"-1,637","3,884",10,5,1/259,-,2.23,56,12.0,-191,"2,462",9,5,1/176,-,3.24,22,8.0,+660,"2,897",12,8,1/145,-,3.81,12,6.0,-178,859,2,1,1/286,-,3.10,38,2.0,-277,"4,004",12,10,1/182,-,3.17,14,2.0,-299,"3,339",12,6,1/186,-,2.99,44,6.0,-325,"2,809",10,6,1/176,-,3.24,14,2.0,"+1,982","4,235",21,12,1/128,-,4.38,6,-
2025-12-09,火,いいえ,-631,"1,747",3,3,1/291,-,2.80,62,8.0,-866,"3,166",7,10,1/186,-,3.35,40,6.0,-49,"3,195",13,5,1/178,-,3.03,16,1.0,-445,"2,328",6,6,1/194,-,3.21,54,13.0,+232,"7,846",26,24,1/157,-,3.96,25,1.0,-175,"3,051",10,7,1/179,-,3.21,41,1.0,-139,738,3,1,1/185,-,3.35,20,4.0,+768,"4,322",20,8,1/154,-,3.41,15,5.0,"+1,311","7,272",29,18,1/155,-,3.69,34,9.0,+785,"4,657",17,16,1/141,-,4.30,10,4.0,-479,583,1,0,1/583,-,3.04,24,4.0,+220,"5,968",21,14,1/171,-,3.20,10,4.0,"+2,076","2,308",15,8,1/100,-,4.67,6,-
2025-12-07,日,はい,-581,"2,097",6,5,1/191,-,3.23,45,10.0,-88,"2,881",9,8,1/169,-,3.46,28,2.0,+49,"1,904",8,2,1/190,-,3.04,15,1.0,-452,"3,469",12,5,1/204,-,2.69,35,7.0,-934,"1,643",4,2,1/274,-,2.81,28,2.0,-684,993,1,1,1/497,-,2.86,47,2.0,-420,708,1,2,1/236,-,3.34,16,1.0,"+1,274","6,283",24,16,1/157,-,3.64,26,3.0,-514,"1,271",3,3,1/212,-,3.24,74,27.0,-19,"3,361",9,16,1/134,-,4.54,14,7.0,-515,"1,917",5,5,1/192,-,3.28,17,1.0,-609,"1,403",3,1,1/351,-,2.72,23,6.0,+244,751,4,1,1/150,-,3.47,7,-
2025-12-06,土,はい,"+1,860","7,978",34,23,1/140,-,4.48,43,4.0,+191,"5,195",24,6,1/173,-,2.72,16,4.0,"-1,670","2,007",2,0,1/1004,-,2.07,24,4.0,-655,"5,516",17,15,1/172,-,3.34,29,5.0,-473,"2,580",7,6,1/198,-,3.10,11,1.0,+358,"6,998",26,16,1/167,-,3.23,45,2.0,"+1,610","3,786",21,7,1/135,-,3.84,10,1.0,+984,"5,551",22,17,1/142,-,4.25,39,10.0,-740,"2,759",9,4,1/212,-,2.78,70,25.0,"+1,893","5,996",28,15,1/139,-,4.15,12,1.0,-917,"1,595",3,2,1/319,-,2.75,12,1.0,-55,"2,700",10,4,1/193,-,2.94,20,4.0,"+2,285","5,535",30,14,1/126,-,4.56,9,-
2025-12-05,金,いいえ,"-1,410","6,148",17,13,1/205,-,2.50,81,8.0,-326,"1,538",4,3,1/220,-,3.11,22,1.0,-277,"1,183",2,6,1/148,-,3.85,14,3.0,-314,853,3,0,1/284,-,3.02,21,6.0,+296,"1,256",5,4,1/140,-,3.73,8,-,+448,"2,049",10,3,1/158,-,3.35,51,20.0,"+1,914","6,756",35,12,1/144,-,3.70,15,1.0,-276,214,0,0,-,-,3.28,73,22.0,-336,362,0,1,1/362,-,3.35,73,22.0,+927,"6,038",26,18,1/137,-,4.42,31,9.0,+241,844,3,3,1/141,-,3.68,11,3.0,-335,"1,663",5,3,1/208,-,3.11,11,3.0,-44,46,0,0,-,-,3.45,14,3.0
2025-12-04,木,いいえ,"-2,892","4,375",6,7,1/337,-,1.94,32,11.0,-240,579,2,0,1/290,-,3.17,17,4.0,"+2,734","7,031",35,14,1/143,-,3.83,12,2.0,+337,"2,352",9,7,1/147,-,3.77,19,1.0,+500,"5,989",23,16,1/154,-,3.79,13,1.0,-289,731,2,1,1/244,-,3.23,65,13.0,-618,"1,931",3,7,1/193,-,3.44,18,1.0,-872,792,0,1,1/792,-,2.92,74,9.0,"-1,103","3,719",8,10,1/207,-,2.97,79,5.0,-205,357,1,0,1/357,-,3.26,52,20.0,+65,"4,067",17,7,1/169,-,3.10,21,2.0,"+3,149","5,854",32,12,1/133,-,4.17,9,-,+644,"3,987",19,5,1/166,-,3.01,10,1.0
2025-12-03,水,いいえ,-150,"1,259",4,4,1/157,-,3.60,16,2.0,-655,"1,029",3,0,1/343,-,2.86,12,2.0,-125,"2,434",9,5,1/174,-,3.27,26,2.0,+16,"2,173",9,3,1/181,-,3.11,35,9.0,-910,"1,736",3,6,1/193,-,3.42,26,2.0,-272,"2,122",8,3,1/193,-,3.04,64,12.0,+908,"3,877",15,15,1/129,-,4.56,14,2.0,-644,"2,727",9,3,1/227,-,2.63,74,10.0,-219,441,1,0,1/441,-,3.18,52,5.0,-837,"4,752",13,12,1/190,-,3.00,47,12.0,+202,453,3,0,1/151,-,3.42,24,4.0,+397,"2,646",11,7,1/147,-,3.73,20,4.0,+316,138,2,0,1/69,-,3.62,10,-
2025-12-02,火,いいえ,-488,"3,373",10,7,1/198,-,2.92,11,-,+723,"2,519",11,7,1/140,-,3.85,13,2.0,+65,"2,328",7,7,1/166,-,3.55,26,2.0,-463,715,1,2,1/238,-,3.33,40,4.0,-184,"3,767",9,15,1/157,-,4.02,13,2.0,-582,"1,245",2,3,1/249,-,3.15,63,15.0,-699,"1,325",2,2,1/331,-,2.87,35,8.0,-96,"4,448",16,7,1/193,-,2.67,69,6.0,-30,640,2,2,1/160,-,3.54,48,8.0,+512,"2,883",13,5,1/160,-,3.33,27,1.0,+748,"4,744",18,14,1/148,-,3.97,24,8.0,+52,346,2,0,1/173,-,3.40,36,1.0,-363,910,2,1,1/303,-,3.05,16,3.0
2025-12-01,月,いいえ,+144,"5,204",21,10,1/168,-,3.12,10,-,-183,174,0,0,-,-,3.32,14,2.0,-101,"1,297",4,3,1/185,-,3.34,26,12.0,+283,"3,347",14,6,1/167,-,3.21,30,4.0,+891,"2,367",12,7,1/125,-,4.12,12,2.0,"-1,227","2,140",4,3,1/306,-,2.59,58,4.0,-457,809,1,1,1/405,-,3.03,14,2.0,-401,"7,515",23,21,1/171,-,3.38,53,7.0,-316,405,1,0,1/405,-,3.21,46,4.0,-663,941,1,2,1/314,-,3.11,42,12.0,+195,"4,313",16,11,1/160,-,3.55,46,4.0,-253,212,0,0,-,-,3.28,54,1.0,"+2,192","4,060",21,13,1/119,-,4.68,14,2.0
2025-11-30,日,はい,-537,"2,507",8,4,1/209,-,2.89,17,3.0,+936,"6,354",25,14,1/163,-,3.31,18,1.0,+724,"5,631",23,14,1/152,-,3.73,28,3.0,-379,"4,724",16,6,1/215,-,2.33,59,4.0,"+1,908","5,687",28,13,1/139,-,4.06,30,2.0,"-1,179","1,974",2,4,1/329,-,2.69,55,7.0,+624,"5,337",21,14,1/152,-,3.77,14,-,-676,"3,036",8,5,1/234,-,2.63,48,9.0,-179,"4,239",14,9,1/184,-,2.99,25,7.0,-108,"1,938",7,3,1/194,-,3.09,30,2.0,-455,"7,923",22,32,1/147,-,4.75,79,20.0,-638,"3,871",12,11,1/168,-,3.49,32,2.0,-690,"1,027",2,1,1/342,-,2.94,39,7.0
2025-11-29,土,はい,+577,"5,513",23,10,1/167,-,3.07,10,-,"+1,724","7,222",33,17,1/144,-,3.99,34,2.0,-272,"2,303",7,5,1/192,-,3.15,55,11.0,-187,"2,608",7,11,1/145,-,4.09,62,2.0,+323,"6,173",24,16,1/154,-,3.74,60,5.0,-293,"2,318",8,5,1/178,-,3.26,26,2.0,-336,"2,214",6,5,1/201,-,3.12,26,2.0,-614,"2,671",8,6,1/191,-,3.13,44,10.0,"-1,323","2,147",3,3,1/358,-,2.48,24,14.0,-791,"4,021",10,8,1/223,-,2.58,28,2.0,"-1,516","2,694",4,6,1/269,-,2.67,75,13.0,+797,"6,225",24,16,1/156,-,3.69,29,1.0,-381,"1,746",7,1,1/218,-,2.87,32,3.0
2025-11-28,金,いいえ,"+3,148","5,704",27,24,1/112,-,5.36,9,-,+198,"3,039",12,7,1/160,-,3.47,41,7.0,-22,631,3,0,1/210,-,3.24,48,6.0,-28,"2,914",11,6,1/171,-,3.26,42,1.0,"-1,516","4,113",9,11,1/206,-,2.93,73,25.0,+874,"3,140",16,6,1/143,-,3.65,15,6.0,"+1,117","3,732",20,5,1/149,-,3.36,25,3.0,-361,654,2,0,1/327,-,3.09,22,1.0,"-1,176","1,852",1,6,1/265,-,3.06,17,2.0,-321,429,1,0,1/429,-,3.19,21,2.0,-652,"1,299",3,1,1/325,-,2.81,34,9.0,"-1,034","4,110",13,5,1/228,-,2.33,48,6.0,+73,"2,424",9,8,1/143,-,3.91,19,2.0
2025-11-27,木,いいえ,+89,"2,894",9,10,1/152,-,3.86,12,-,-919,761,0,1,1/761,-,2.95,45,3.0,-380,546,1,0,1/546,-,3.07,39,1.0,-267,"2,391",9,3,1/199,-,2.91,40,1.0,-719,"3,204",7,8,1/214,-,2.93,65,20.0,-303,"1,175",4,2,1/196,-,3.25,42,2.0,-163,802,2,2,1/201,-,3.37,38,3.0,-217,480,1,1,1/240,-,3.35,20,3.0,"+1,879","5,137",21,20,1/125,-,4.90,12,-,-69,347,1,1,1/174,-,3.49,15,3.0,-99,"5,089",18,12,1/170,-,3.26,26,6.0,-262,186,0,0,-,-,3.31,35,9.0,"+1,956","3,751",20,9,1/129,-,4.15,17,2.0
2025-11-26,水,いいえ,-597,"1,467",4,0,1/367,-,2.59,27,1.0,"-1,035","3,384",10,7,1/199,-,2.91,21,3.0,-320,"1,812",7,3,1/181,-,3.21,21,3.0,-256,638,2,0,1/319,-,3.11,16,1.0,+18,"9,120",34,21,1/166,-,3.21,63,11.0,-262,449,1,0,1/449,-,3.17,24,2.0,-461,642,1,0,1/642,-,2.98,37,1.0,-606,841,1,2,1/280,-,3.21,15,-,+84,"2,906",12,7,1/153,-,3.60,22,1.0,+479,"2,435",10,5,1/162,-,3.39,18,2.0,+209,"4,353",18,8,1/167,-,3.15,26,2.0,-496,383,0,0,-,-,3.11,36,9.0,-971,"4,820",13,12,1/193,-,2.94,52,15.0
2025-11-25,火,いいえ,-232,"2,364",6,9,1/158,-,3.80,21,4.0,+556,"4,029",19,6,1/161,-,3.17,12,-,+902,"4,196",18,10,1/150,-,3.70,16,3.0,+272,"6,468",27,16,1/150,-,3.81,13,1.0,-586,"2,395",6,5,1/218,-,2.95,86,47.0,-392,"2,094",6,6,1/175,-,3.44,24,1.0,"+1,526","6,924",34,12,1/151,-,3.43,35,3.0,"+1,029","3,217",16,8,1/134,-,3.99,13,1.0,-321,285,0,0,-,-,3.21,23,2.0,"+1,062","3,667",18,9,1/136,-,4.00,17,1.0,-584,"1,658",6,0,1/276,-,2.65,36,1.0,-360,736,2,0,1/368,-,3.01,32,8.0,-689,"1,366",2,3,1/273,-,3.03,39,3.0
2025-11-24,月,いいえ,-904,974,1,1,1/487,-,2.87,14,2.0,"-2,210","2,976",2,5,1/425,-,2.15,25,1.0,"-1,155","3,448",9,5,1/246,-,2.42,36,3.0,"-1,073","4,419",14,9,1/192,-,2.84,33,8.0,"-2,018","3,429",6,6,1/286,-,2.33,86,12.0,-576,"3,694",11,8,1/194,-,2.94,19,3.0,-947,"2,181",6,2,1/273,-,2.58,74,35.0,+395,"3,174",13,7,1/159,-,3.46,25,1.0,"+2,336","8,835",41,19,1/147,-,3.83,12,-,+316,"3,799",16,8,1/158,-,3.43,38,2.0,-699,"1,471",4,0,1/368,-,2.59,24,5.0,+888,"7,462",30,18,1/155,-,3.64,16,2.0,-921,"1,204",1,2,1/401,-,2.86,39,1.0
2025-11-23,日,はい,"+1,396","5,163",26,10,1/143,-,3.73,11,-,"-1,569","2,518",2,8,1/252,-,2.97,13,1.0,-663,"4,648",15,9,1/194,-,2.76,33,3.0,-563,"2,231",5,6,1/203,-,3.19,14,1.0,-961,"3,790",12,8,1/190,-,2.97,68,3.0,+597,"2,363",10,5,1/158,-,3.46,12,1.0,-138,"5,961",22,13,1/170,-,3.13,65,22.0,-250,356,1,0,1/356,-,3.26,26,8.0,-136,"3,708",12,10,1/169,-,3.44,30,4.0,"-1,058","1,858",3,3,1/310,-,2.71,43,10.0,-536,657,1,0,1/657,-,2.97,18,1.0,-504,"5,610",14,19,1/170,-,3.68,17,1.0,-461,479,0,0,-,-,3.02,16,2.0
2025-11-22,土,はい,+779,"4,373",19,11,1/146,-,3.85,23,7.0,+991,"5,821",25,14,1/149,-,3.79,11,2.0,-202,"3,658",14,7,1/174,-,3.12,31,3.0,+726,"7,139",23,27,1/143,-,4.68,9,-,-572,"6,706",21,17,1/176,-,3.13,65,30.0,"+1,044","4,653",20,13,1/141,-,4.09,11,2.0,-855,"4,118",9,15,1/172,-,3.70,77,12.0,"+1,861","6,097",31,15,1/133,-,4.38,24,1.0,"-1,161","1,755",3,1,1/439,-,2.45,28,4.0,-277,"1,748",6,1,1/250,-,2.76,35,4.0,"+1,892","5,323",27,11,1/140,-,3.90,15,4.0,+585,"5,651",19,24,1/131,-,4.93,15,4.0,+926,"5,320",23,9,1/166,-,3.05,16,1.0
2025-11-21,金,いいえ,+281,"2,612",11,4,1/174,-,3.14,18,4.0,+522,"2,273",10,6,1/142,-,3.76,11,-,+370,"1,664",9,1,1/166,-,3.18,33,3.0,-132,"3,707",13,8,1/177,-,3.16,14,3.0,-568,"1,179",2,3,1/236,-,3.21,47,3.0,-607,"1,415",3,2,1/283,-,2.90,14,3.0,-368,"3,358",12,6,1/187,-,2.97,51,4.0,-625,708,2,0,1/354,-,3.04,44,9.0,-111,"3,294",14,3,1/194,-,2.69,19,1.0,-328,737,2,1,1/246,-,3.22,30,3.0,-136,"2,712",10,5,1/181,-,3.13,51,4.0,-243,"2,414",9,5,1/172,-,3.29,35,2.0,+548,"2,747",12,6,1/153,-,3.54,27,8.0
2025-11-20,木,はい,-472,"2,505",9,4,1/193,-,3.00,34,11.0,"+1,839","4,721",25,9,1/139,-,3.83,10,1.0,+260,"4,666",17,11,1/167,-,3.34,39,5.0,"+2,122","7,573",36,16,1/146,-,3.83,18,3.0,-522,"1,499",4,2,1/250,-,2.94,42,3.0,"+1,490","7,780",29,27,1/139,-,4.75,8,-,-466,827,2,0,1/414,-,2.93,45,3.0,-273,"3,903",17,4,1/186,-,2.68,22,4.0,-84,387,1,1,1/194,-,3.45,9,1.0,-513,842,2,0,1/421,-,2.91,15,5.0,-714,"1,254",2,2,1/314,-,2.93,46,1.0,-809,"3,296",9,9,1/183,-,3.27,23,1.0,-41,"2,005",9,2,1/182,-,3.06,48,2.0
2025-11-19,水,いいえ,-29,"1,817",8,2,1/182,-,3.12,28,3.0,+490,"3,009",13,8,1/143,-,3.83,16,1.0,+0,"2,812",9,8,1/165,-,3.53,53,21.0,-203,"4,207",17,6,1/183,-,2.79,55,1.0,-280,"7,234",23,20,1/168,-,3.44,16,1.0,-642,"1,166",3,1,1/292,-,2.93,25,5.0,-525,963,2,1,1/321,-,3.00,29,1.0,-656,"1,545",3,4,1/221,-,3.19,20,4.0,"+1,097","2,966",15,9,1/124,-,4.30,8,-,+397,"2,426",12,2,1/173,-,3.03,11,3.0,+498,"1,981",8,7,1/132,-,4.01,32,3.0,-634,"6,248",16,17,1/189,-,2.98,15,4.0,-309,599,1,2,1/200,-,3.45,54,1.0
2025-11-18,火,いいえ,"+1,236","5,873",26,13,1/151,-,3.66,18,3.0,-98,911,4,1,1/182,-,3.30,22,2.0,+14,"4,918",16,16,1/154,-,3.96,49,1.0,-618,"7,957",22,31,1/150,-,4.59,49,1.0,+395,"3,158",13,6,1/166,-,3.27,20,2.0,-477,662,1,1,1/331,-,3.17,9,-,-656,"4,178",13,9,1/190,-,2.93,15,1.0,-433,285,0,0,-,-,3.21,14,5.0,+515,"5,739",20,15,1/164,-,3.48,9,-,-187,"1,187",5,1,1/198,-,3.15,14,5.0,+605,"6,411",22,20,1/153,-,4.04,48,26.0,"+1,749","5,469",27,14,1/133,-,4.32,9,-,-756,"1,352",2,2,1/338,-,2.85,49,1.0
