日付,曜日,特定日,1118番台,,,,,,,,1120番台,,,,,,,,1121番台,,,,,,,,1122番台,,,,,,,,1123番台,,,,,,,,1125番台,,,,,,,,1126番台,,,,,,,,1127番台,,,,,,,,1128番台,,,,,,,,1130番台,,,,,,,,1131番台,,,,,,,,1132番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2025-11-16,日,はい,"-3,562","5,557",13,9,1/253,-,52,6.0,"-2,434","6,283",19,12,1/203,-,88,9.0,"+2,973","4,701",26,14,1/118,-,46,17.0,-180,"4,296",17,11,1/153,-,18,-,"-1,529","2,721",8,3,1/247,-,79,13.0,-175,"2,988",12,6,1/166,-,54,2.0,"-1,544","6,340",22,11,1/192,-,24,6.0,-311,"3,681",13,9,1/167,-,29,5.0,+940,"2,305",12,5,1/136,-,46,17.0,"-3,526","4,325",10,4,1/309,-,66,1.0,+0,0,0,0,-,-,65,9.0,"+1,894","4,035",19,14,1/122,-,56,2.0
2025-11-15,土,はい,+478,"4,358",16,16,1/136,-,44,3.0,"-4,298","7,638",20,12,1/239,-,94,5.0,"-5,781","7,054",12,14,1/271,-,82,5.0,"+2,656","6,519",32,21,1/123,-,25,12.0,"-3,666","6,679",18,13,1/215,-,46,2.0,"+2,167","6,263",32,15,1/133,-,41,16.0,"-1,580","5,167",19,5,1/215,-,13,-,"-3,756","4,670",6,14,1/234,-,25,12.0,"-2,851","7,657",23,16,1/196,-,77,11.0,+469,"7,004",28,20,1/146,-,46,2.0,-908,"7,589",27,17,1/172,-,89,7.0,"-2,523","5,338",14,10,1/222,-,66,20.0
2025-11-14,金,いいえ,+888,"3,924",17,12,1/135,-,24,2.0,-898,"4,236",14,9,1/184,-,91,2.0,"-2,723","4,457",12,4,1/279,-,69,17.0,"+1,122","3,059",14,12,1/118,-,35,7.0,"-2,347","4,511",11,11,1/205,-,28,4.0,"-1,243","5,579",20,8,1/199,-,89,16.0,+857,"5,029",24,7,1/162,-,14,-,"+7,413","6,040",45,21,1/92,-,22,8.0,"-2,344","4,276",11,7,1/238,-,51,16.0,-563,"2,789",10,5,1/186,-,73,4.0,"-3,658","6,360",17,10,1/236,-,89,16.0,+394,"2,737",15,1,1/171,-,52,1.0
2025-11-13,木,いいえ,+848,"3,171",15,10,1/127,-,23,7.0,"-3,287","3,250",4,6,1/325,-,85,3.0,-226,"4,154",18,5,1/181,-,62,23.0,-830,"3,799",11,13,1/158,-,39,4.0,"-3,259","6,386",16,14,1/213,-,16,1.0,-322,"1,989",6,6,1/166,-,82,3.0,"-1,668","5,191",15,13,1/185,-,15,-,"+5,850","4,514",35,11,1/98,-,23,7.0,"-1,509","2,863",5,11,1/179,-,35,12.0,"-2,304","3,829",9,8,1/225,-,72,10.0,"-1,053","3,602",11,8,1/190,-,79,7.0,"-5,426","5,471",7,7,1/391,-,82,3.0
2025-11-12,水,いいえ,"-3,519","4,864",11,6,1/286,-,50,2.0,"-2,279","4,108",11,4,1/274,-,33,12.0,+44,"4,881",20,11,1/157,-,43,7.0,-526,"3,895",15,5,1/195,-,21,1.0,+466,"4,457",18,12,1/149,-,6,-,-959,"5,437",20,10,1/181,-,56,6.0,+19,"6,364",26,14,1/159,-,9,3.0,"-1,437","5,878",23,4,1/218,-,48,5.0,+622,"4,749",23,7,1/158,-,20,11.0,"-2,993","4,225",9,6,1/282,-,34,1.0,"-5,723","5,911",9,6,1/394,-,34,1.0,"-1,034","5,226",19,8,1/194,-,36,2.0
2025-11-11,火,いいえ,"-1,759","5,372",16,13,1/185,-,41,10.0,-229,"2,461",10,3,1/189,-,26,7.0,"-1,217","3,843",12,9,1/183,-,58,3.0,"+1,696","4,115",22,9,1/133,-,19,6.0,"+4,451","2,509",23,11,1/74,-,6,-,"-1,580","4,669",16,8,1/195,-,55,9.0,"+1,508","3,264",18,7,1/131,-,13,7.0,+477,"3,248",15,7,1/148,-,46,5.0,"-5,308","5,880",9,10,1/309,-,26,7.0,"-1,764","2,543",6,2,1/318,-,27,1.0,"-1,403","2,713",7,5,1/226,-,31,4.0,"-1,148","5,755",18,17,1/164,-,27,1.0
2025-11-10,月,はい,"-1,238","3,222",11,6,1/190,-,40,1.0,-558,"2,143",8,2,1/214,-,24,3.0,+199,"4,201",17,10,1/156,-,43,3.0,"-2,348","3,361",6,8,1/240,-,39,2.0,"-1,069","2,317",7,2,1/257,-,8,-,"-2,070","2,972",6,5,1/270,-,37,9.0,"+2,897","4,817",31,5,1/134,-,18,2.0,"-1,441","6,894",24,12,1/192,-,76,33.0,"+2,454","5,065",28,12,1/127,-,16,8.0,"-1,421","2,109",6,1,1/301,-,16,8.0,"-2,880","2,909",3,6,1/323,-,21,3.0,-999,"1,693",5,1,1/282,-,28,4.0
2025-11-09,日,はい,-678,"2,956",10,6,1/185,-,34,10.0,+569,"5,207",23,12,1/149,-,14,8.0,"-3,348","5,416",13,9,1/246,-,77,26.0,"-2,792","5,745",14,13,1/213,-,21,2.0,+501,"4,540",20,10,1/151,-,6,-,"+1,545","3,403",17,11,1/122,-,24,3.0,"+1,536","4,187",22,8,1/140,-,18,4.0,"-3,167","6,196",16,15,1/200,-,51,17.0,"-2,368","2,541",4,3,1/363,-,19,1.0,"+4,027","5,171",35,8,1/120,-,14,8.0,"+2,316","4,234",25,10,1/121,-,19,1.0,-852,"1,872",5,5,1/187,-,18,4.0
2025-11-08,土,はい,"+4,596","2,155",21,10,1/70,-,22,2.0,-857,"2,964",10,5,1/198,-,15,5.0,"-3,168","5,427",13,11,1/226,-,44,19.0,+326,"5,284",24,8,1/165,-,10,1.0,"+3,772","4,871",33,6,1/125,-,8,-,"-3,322","5,638",13,13,1/217,-,20,4.0,"-2,669","5,960",17,8,1/238,-,25,1.0,"-2,679","3,629",6,8,1/259,-,45,1.0,"+2,362","3,222",20,7,1/119,-,9,1.0,+594,"2,182",10,7,1/128,-,15,5.0,-486,"3,278",15,1,1/205,-,24,2.0,"+3,474","5,307",31,15,1/115,-,16,1.0
2025-11-07,金,いいえ,"+3,069","4,873",30,10,1/122,-,25,3.0,"+1,316","1,179",7,7,1/84,-,16,2.0,"-1,738","5,420",17,11,1/194,-,22,3.0,"+1,864","4,085",24,5,1/141,-,9,-,"+2,385","4,653",27,9,1/129,-,16,2.0,+749,"3,240",16,8,1/135,-,9,-,"+2,686","3,514",24,6,1/117,-,14,1.0,"+2,242","4,638",24,16,1/116,-,36,2.0,-86,"2,826",11,8,1/149,-,13,4.0,-210,"3,337",14,5,1/176,-,33,8.0,"+1,756","2,687",17,6,1/117,-,19,3.0,+921,"3,083",16,6,1/140,-,34,1.0
2025-11-06,木,いいえ,-944,"4,509",15,11,1/173,-,82,24.0,+625,"5,021",23,9,1/157,-,16,7.0,"+3,332","7,782",42,14,1/139,-,19,1.0,"+1,007","5,463",27,8,1/156,-,9,-,-911,"3,915",15,5,1/196,-,18,1.0,+58,"7,403",30,17,1/158,-,17,1.0,"+1,648","5,395",24,18,1/128,-,16,7.0,+28,"4,161",16,12,1/149,-,58,6.0,"+3,476","3,304",23,9,1/103,-,16,7.0,"+2,654","2,100",17,4,1/100,-,39,20.0,"+6,263","3,245",33,4,1/88,-,19,1.0,"+2,979","4,211",25,13,1/111,-,52,13.0
2025-11-05,水,いいえ,"-1,000","3,299",10,8,1/183,-,76,6.0,"-1,514","7,239",27,12,1/186,-,27,3.0,"-5,599","7,517",16,10,1/289,-,30,3.0,-404,"6,631",24,17,1/162,-,18,-,"+6,125","5,539",42,11,1/105,-,19,1.0,"-2,327","6,486",20,11,1/209,-,24,5.0,"-1,861","6,476",25,7,1/202,-,36,6.0,"-2,728","3,696",9,2,1/336,-,61,23.0,-705,"3,238",12,5,1/190,-,38,2.0,-869,"2,739",9,5,1/196,-,83,7.0,"-1,829","6,563",21,13,1/193,-,24,5.0,-537,"2,703",9,6,1/180,-,70,9.0
2025-11-03,月,いいえ,"-2,210","5,090",14,9,1/221,-,64,2.0,-703,"3,320",12,6,1/184,-,15,3.0,"+2,127","4,593",27,7,1/135,-,18,1.0,-332,"4,840",21,7,1/173,-,18,1.0,"+1,501","5,980",28,16,1/136,-,41,17.0,+756,"4,194",20,8,1/150,-,12,-,-967,"4,406",18,6,1/184,-,16,1.0,-925,"1,917",6,2,1/240,-,46,5.0,-101,751,4,3,1/107,-,24,6.0,-463,"5,061",22,5,1/187,-,69,5.0,+945,"3,071",15,9,1/128,-,17,1.0,"-2,644","4,990",13,8,1/238,-,62,16.0
2025-11-02,日,はい,"-2,931","4,369",11,4,1/291,-,39,11.0,"+2,148","6,561",35,8,1/153,-,8,-,"-2,216","8,325",26,20,1/181,-,21,2.0,-381,"7,341",29,13,1/175,-,19,1.0,"+3,622","4,376",25,18,1/102,-,42,3.0,+129,"3,320",12,11,1/144,-,21,2.0,"+3,209","7,113",38,17,1/129,-,9,1.0,"+1,701","5,188",27,11,1/137,-,42,3.0,+801,"5,045",24,8,1/158,-,18,9.0,"-1,157","3,963",14,6,1/198,-,46,4.0,"-5,139","7,236",17,9,1/278,-,28,7.0,+535,"7,751",34,19,1/146,-,60,14.0
2025-11-01,土,はい,+250,"3,768",17,5,1/171,-,18,2.0,"+1,475","4,002",19,12,1/129,-,14,6.0,"+2,927","2,017",18,3,1/96,-,18,2.0,+230,"4,713",22,6,1/168,-,22,4.0,"-1,697","5,638",20,9,1/194,-,51,7.0,"+2,545","2,653",16,11,1/98,-,32,10.0,-632,"4,059",11,17,1/145,-,16,2.0,"-3,028","5,528",15,8,1/240,-,80,29.0,+144,"4,440",18,12,1/148,-,44,12.0,+530,"5,081",23,12,1/145,-,22,4.0,"-1,457","3,939",11,9,1/197,-,8,-,"-1,711","6,361",23,10,1/193,-,84,4.0
2025-10-31,金,いいえ,"+2,682","2,475",17,11,1/88,-,21,3.0,"-2,300","3,513",8,5,1/270,-,25,4.0,"+2,497","3,886",25,8,1/118,-,18,6.0,"+2,149","4,330",24,10,1/127,-,33,8.0,"-2,204","2,744",4,7,1/249,-,45,4.0,-429,"2,362",7,7,1/169,-,67,15.0,"+1,309","4,436",25,5,1/148,-,12,6.0,"-1,317","3,847",13,6,1/202,-,41,8.0,-258,"4,139",17,7,1/172,-,46,1.0,"-2,079","3,721",10,5,1/248,-,52,6.0,"+2,074","3,526",24,3,1/131,-,6,-,"-2,994","6,927",21,10,1/223,-,79,12.0
2025-10-30,木,はい,"-1,881","3,473",8,9,1/204,-,73,17.0,+973,"1,920",11,4,1/128,-,12,6.0,"-2,990","6,006",18,9,1/222,-,28,3.0,"+1,771","3,497",16,15,1/113,-,56,5.0,+178,"3,315",15,5,1/166,-,34,3.0,"-1,336","2,796",8,6,1/200,-,42,1.0,-292,"2,234",9,2,1/203,-,25,13.0,"-1,745","2,187",5,1,1/365,-,35,1.0,"-2,526","5,716",18,7,1/229,-,31,3.0,-822,"1,840",6,1,1/263,-,41,6.0,"+1,799","3,590",20,9,1/124,-,6,-,"-1,862","3,106",7,6,1/239,-,51,9.0
2025-10-29,水,いいえ,"-2,821","3,814",8,5,1/293,-,55,19.0,-14,"2,095",9,4,1/161,-,16,2.0,"+1,032","3,442",18,6,1/143,-,14,3.0,"+1,384","1,918",13,3,1/120,-,57,2.0,"-3,436","3,836",7,4,1/349,-,61,4.0,-599,939,4,0,1/235,-,36,4.0,-277,"2,149",8,5,1/165,-,31,4.0,"+2,942","2,612",21,3,1/109,-,32,1.0,+416,"2,703",13,4,1/159,-,11,5.0,"-1,138","5,323",19,10,1/184,-,27,11.0,"+2,595","5,768",30,17,1/123,-,6,-,"-1,805","3,799",12,3,1/253,-,32,1.0
2025-10-28,火,いいえ,-380,"3,572",14,5,1/188,-,21,3.0,+331,"1,119",6,1,1/160,-,12,1.0,-244,894,4,4,1/112,-,15,3.0,"-1,947","3,167",8,5,1/244,-,91,33.0,"-3,208","4,221",9,5,1/302,-,58,3.0,"+4,983","2,883",30,1,1/93,-,39,10.0,+742,"1,495",9,3,1/125,-,18,2.0,"-2,079","5,900",16,16,1/184,-,55,16.0,-21,616,3,3,1/103,-,11,2.0,"-1,519","3,605",12,3,1/240,-,16,1.0,"+1,580","1,065",9,3,1/89,-,9,-,+445,594,3,3,1/99,-,29,8.0
2025-10-27,月,いいえ,+107,"1,144",4,4,1/143,-,20,2.0,"+1,796","3,075",20,3,1/134,-,14,4.0,"+1,149","2,434",10,12,1/111,-,18,4.0,"-2,844","3,739",6,9,1/249,-,85,7.0,+358,"1,485",7,3,1/149,-,52,7.0,"-3,144","4,077",9,4,1/314,-,78,26.0,"+1,872","4,058",22,9,1/131,-,25,5.0,-246,"2,338",20,6,1/90,-,37,12.0,+432,580,4,0,1/145,-,9,3.0,"+2,434","3,694",22,11,1/112,-,6,-,-166,"1,545",5,5,1/155,-,10,1.0,"-1,693","2,097",5,2,1/300,-,45,8.0
2025-10-26,日,はい,"+3,569","3,608",28,3,1/116,-,32,3.0,"-1,654","5,697",20,10,1/190,-,35,3.0,"-2,328","6,521",21,10,1/210,-,21,10.0,"-2,187","6,311",19,15,1/186,-,44,2.0,"+3,477","3,978",27,11,1/105,-,58,5.0,"-1,872","5,017",15,8,1/218,-,53,8.0,"-1,646","4,522",12,14,1/174,-,45,1.0,"-3,322","5,939",17,5,1/270,-,24,3.0,"-2,468","4,883",13,10,1/212,-,11,5.0,"+2,476","5,837",32,11,1/136,-,6,-,+425,"3,016",15,2,1/177,-,29,5.0,"+1,977","6,603",34,12,1/144,-,42,7.0
2025-10-25,土,はい,-595,"5,374",21,8,1/185,-,83,25.0,-414,"7,017",29,9,1/185,-,13,2.0,"+2,666","4,035",27,4,1/130,-,11,5.0,"-1,441","3,829",13,3,1/239,-,26,2.0,-435,"2,149",9,3,1/179,-,93,10.0,"-1,937","6,279",22,10,1/196,-,21,2.0,+781,"6,075",27,12,1/156,-,21,2.0,"+4,983","4,554",34,13,1/97,-,21,2.0,+772,"5,347",20,19,1/137,-,6,-,-858,"5,592",22,9,1/180,-,19,6.0,-519,"1,818",5,5,1/182,-,24,3.0,"-6,773","6,471",7,9,1/404,-,58,32.0
2025-10-24,金,いいえ,"-3,525","4,207",9,5,1/301,-,48,8.0,+303,"3,790",16,7,1/165,-,9,1.0,"-1,017","2,321",7,3,1/232,-,13,1.0,"-1,190","5,167",18,10,1/185,-,12,1.0,-81,"3,196",13,7,1/160,-,92,32.0,"+1,915","2,731",17,6,1/119,-,11,2.0,"-1,388","2,809",9,3,1/234,-,60,8.0,-892,"2,793",9,4,1/215,-,40,12.0,"+1,018","4,868",25,5,1/162,-,6,-,-721,"2,937",10,5,1/196,-,8,2.0,"+3,243","2,126",17,8,1/85,-,28,15.0,"+2,379","3,223",17,16,1/98,-,52,4.0
2025-10-23,木,いいえ,-467,"4,373",18,8,1/168,-,25,6.0,-711,"3,628",13,6,1/191,-,14,2.0,"+4,562","3,645",27,14,1/89,-,8,2.0,"+1,104","2,893",15,7,1/132,-,12,4.0,"-2,204","3,870",9,8,1/228,-,89,29.0,-983,"4,065",14,7,1/194,-,19,5.0,"-2,532","5,674",16,10,1/218,-,38,1.0,-211,"2,710",11,5,1/169,-,37,12.0,"+1,472","2,314",13,8,1/110,-,6,-,+31,822,3,3,1/137,-,6,-,+344,"2,453",9,10,1/129,-,49,11.0,"+1,766","2,406",13,10,1/105,-,60,11.0
2025-10-22,水,いいえ,+739,"1,783",10,3,1/137,-,12,3.0,"+2,947","3,640",23,10,1/110,-,12,3.0,"+2,481","3,864",23,9,1/121,-,14,2.0,"-1,370","2,330",5,5,1/233,-,25,4.0,"-7,032","6,614",6,13,1/348,-,82,21.0,"-1,017","3,388",11,7,1/188,-,8,-,"+3,422","3,311",23,10,1/100,-,41,16.0,-673,"4,138",14,11,1/166,-,21,5.0,+75,"3,287",14,5,1/173,-,9,1.0,"+3,889","4,582",31,9,1/115,-,16,2.0,-171,"4,118",17,8,1/165,-,61,20.0,"-1,080","4,143",15,6,1/197,-,93,11.0
2025-10-21,火,いいえ,-131,"4,313",17,10,1/160,-,21,4.0,-115,910,6,0,1/152,-,33,9.0,"-2,140","3,296",8,3,1/300,-,16,10.0,+755,"1,116",8,0,1/140,-,24,3.0,-667,"2,015",7,4,1/183,-,49,1.0,+711,"2,232",12,3,1/149,-,6,-,"-1,717","4,333",14,7,1/206,-,51,2.0,"+3,621","5,079",30,19,1/104,-,16,10.0,"+3,123","2,315",17,9,1/89,-,16,10.0,"+2,692","2,058",17,5,1/94,-,17,1.0,+628,"4,138",18,10,1/148,-,48,15.0,"-2,786","3,778",6,10,1/236,-,92,41.0
2025-10-20,月,はい,-965,"4,832",18,7,1/193,-,16,4.0,-725,"2,524",10,2,1/210,-,28,6.0,+950,"5,705",28,10,1/150,-,12,-,"+1,413","3,854",21,8,1/133,-,38,7.0,-230,"4,822",20,10,1/161,-,51,7.0,-598,"1,565",4,4,1/196,-,12,-,-12,"6,026",25,15,1/151,-,44,6.0,"+2,267","5,010",27,13,1/125,-,22,6.0,+801,"2,198",10,7,1/129,-,16,4.0,+691,"6,508",27,18,1/145,-,31,3.0,"-6,117","6,810",10,12,1/310,-,60,9.0,"-1,672","4,904",15,10,1/196,-,90,30.0
2025-10-19,日,はい,-468,"6,129",25,11,1/170,-,7,-,"+1,149","4,523",20,16,1/126,-,34,1.0,"+6,738","3,943",34,14,1/82,-,19,3.0,+610,"2,827",15,5,1/141,-,60,9.0,+496,"3,929",17,10,1/146,-,51,5.0,"+3,679","5,222",34,12,1/114,-,16,9.0,"+1,713","4,294",22,10,1/134,-,46,12.0,"-3,609","3,511",4,6,1/351,-,34,1.0,"+3,656","5,510",34,11,1/122,-,19,3.0,"-1,249","5,262",21,4,1/210,-,33,11.0,+862,"3,875",19,8,1/144,-,22,3.0,-815,"4,844",20,4,1/202,-,80,20.0
2025-10-18,土,はい,"+2,804","3,999",23,12,1/114,-,6,-,"+1,155","5,139",24,11,1/147,-,49,4.0,"+3,951","6,676",38,17,1/121,-,44,2.0,+855,"6,031",26,15,1/147,-,52,1.0,"-2,490","4,787",14,6,1/239,-,62,4.0,+196,"3,393",15,6,1/162,-,31,1.0,"-5,843","6,826",12,10,1/310,-,58,6.0,-174,"5,362",19,17,1/149,-,30,24.0,"+1,632","4,369",24,8,1/137,-,45,1.0,+267,"3,913",18,7,1/157,-,42,11.0,"-1,464","4,638",16,7,1/202,-,67,5.0,"-4,439","4,510",7,4,1/410,-,51,2.0
2025-10-17,金,いいえ,-122,"1,804",7,3,1/180,-,12,-,-287,608,3,0,1/203,-,84,3.0,-837,"2,382",8,3,1/217,-,48,3.0,"-1,950","6,419",20,16,1/178,-,84,3.0,+237,"4,763",21,7,1/170,-,60,4.0,"+2,265","1,948",15,4,1/103,-,42,17.0,+512,"3,231",14,10,1/135,-,56,8.0,-522,491,1,0,1/491,-,25,1.0,"-1,301","2,673",7,6,1/206,-,81,21.0,"+1,437","2,973",19,3,1/135,-,45,3.0,-277,"5,018",16,20,1/139,-,24,10.0,"-1,035",825,1,1,1/413,-,14,2.0
2025-10-16,木,いいえ,+460,"3,309",16,4,1/165,-,11,5.0,-90,"2,792",13,2,1/186,-,86,21.0,-820,"5,156",21,7,1/184,-,44,12.0,"-2,135","5,958",22,4,1/229,-,86,21.0,"-2,586","3,066",6,3,1/341,-,65,1.0,"+1,589","3,869",21,7,1/138,-,55,2.0,"-3,554","4,839",9,11,1/242,-,53,9.0,"+5,071","4,299",32,14,1/93,-,32,1.0,"-1,226","4,255",14,8,1/193,-,64,9.0,"-5,055","6,519",12,12,1/272,-,31,9.0,-632,"3,144",11,7,1/175,-,22,11.0,+774,"3,024",16,5,1/144,-,6,-
2025-10-15,水,いいえ,+374,"4,598",22,6,1/164,-,11,2.0,"-1,286","6,031",20,13,1/183,-,87,11.0,"+1,489","5,023",25,12,1/136,-,52,9.0,"-1,473","4,522",14,10,1/188,-,76,17.0,+575,"3,656",17,7,1/152,-,43,4.0,"+2,663","4,080",23,14,1/110,-,59,3.0,"+2,767","4,349",25,11,1/121,-,23,4.0,"+1,908","3,446",20,8,1/123,-,56,4.0,"-1,705","4,798",14,10,1/200,-,39,16.0,+345,"4,550",18,13,1/147,-,9,-,"+1,175","1,235",7,7,1/88,-,16,5.0,"-1,056","5,604",20,12,1/175,-,19,3.0
2025-10-14,火,いいえ,"+1,686","4,023",21,11,1/126,-,11,3.0,-439,"3,922",17,6,1/171,-,62,2.0,-614,"1,553",5,2,1/222,-,71,9.0,"-1,706","2,862",7,6,1/220,-,58,12.0,"-2,843","6,834",22,9,1/220,-,72,1.0,"-3,112","6,709",21,7,1/240,-,88,8.0,"-2,854","6,624",24,5,1/228,-,80,8.0,"-4,437","5,041",9,7,1/315,-,60,2.0,"+1,720","1,579",11,6,1/93,-,46,28.0,+87,"1,894",7,6,1/146,-,14,3.0,"-1,245","1,096",2,0,1/548,-,18,4.0,-715,"2,357",9,1,1/236,-,8,-
2025-10-13,月,いいえ,"+2,775","4,893",26,16,1/117,-,11,5.0,"-1,969","4,300",14,3,1/253,-,84,4.0,"-2,254","3,987",11,5,1/249,-,59,3.0,"-4,092","5,598",12,8,1/280,-,25,11.0,-772,"4,185",16,7,1/182,-,51,26.0,"-3,616","3,693",6,2,1/462,-,89,5.0,"-2,110","5,973",17,12,1/206,-,64,5.0,"+1,910","5,181",30,6,1/144,-,56,5.0,-593,"3,470",14,4,1/193,-,80,16.0,+340,"5,611",24,9,1/170,-,14,3.0,+361,"1,141",6,2,1/143,-,14,3.0,+436,"1,364",6,5,1/124,-,6,-
2025-10-12,日,はい,"+2,478","2,697",19,6,1/108,-,15,4.0,-393,"4,721",21,4,1/189,-,55,10.0,"-5,020","5,539",11,3,1/396,-,55,10.0,"+4,739","3,785",28,13,1/92,-,22,7.0,"-1,549","4,912",16,7,1/214,-,45,3.0,"-3,022","4,711",9,12,1/224,-,88,4.0,"-1,496","5,527",19,9,1/197,-,42,17.0,"-4,058","6,947",17,12,1/240,-,84,16.0,"-2,292","5,997",20,7,1/222,-,68,13.0,"-2,745","6,859",21,13,1/202,-,22,7.0,"-1,052","6,648",25,14,1/170,-,25,3.0,"+1,296","3,927",20,11,1/127,-,11,-
2025-10-11,土,はい,"-3,055","7,362",23,9,1/230,-,18,7.0,"-1,453","5,459",18,11,1/188,-,35,8.0,"+5,068","3,538",31,6,1/96,-,22,4.0,-431,"5,307",17,19,1/147,-,39,4.0,"-1,664","5,617",19,10,1/194,-,27,5.0,"-7,251","7,822",10,14,1/326,-,72,6.0,"-1,615","3,659",11,6,1/215,-,54,15.0,-719,"6,026",25,8,1/183,-,66,4.0,"-2,465","6,143",20,7,1/228,-,62,8.0,-243,"5,100",21,8,1/176,-,7,-,"+4,556","7,403",44,18,1/119,-,18,7.0,"+5,649","4,627",37,8,1/103,-,11,4.0
2025-10-10,金,はい,"+2,125","5,751",31,13,1/131,-,16,5.0,"-3,199","3,468",4,6,1/347,-,28,6.0,"-1,760","6,090",23,7,1/203,-,41,5.0,"-4,197","6,256",13,13,1/241,-,29,1.0,"-2,110","4,822",13,10,1/210,-,19,3.0,-667,"6,360",23,15,1/167,-,36,2.0,"+3,354","4,879",30,11,1/119,-,52,3.0,"-3,379","5,276",13,7,1/264,-,31,2.0,+309,"2,526",11,6,1/149,-,49,8.0,"+4,618","4,842",30,21,1/95,-,11,-,"-2,344","2,861",5,5,1/286,-,34,3.0,"+3,257","3,377",25,6,1/109,-,22,3.0
2025-10-09,木,いいえ,+535,922,6,1,1/132,-,18,2.0,-102,77,0,0,-,-,12,3.0,"-4,305","4,842",8,7,1/323,-,23,2.0,-281,"4,929",19,11,1/164,-,19,1.0,"+4,981","2,439",25,7,1/76,-,9,-,-469,"1,470",3,6,1/163,-,35,3.0,"+1,488","3,049",16,7,1/133,-,61,10.0,-737,935,2,3,1/187,-,21,2.0,+655,"1,198",7,3,1/120,-,32,9.0,"+2,979","1,345",16,2,1/75,-,16,4.0,+591,"3,457",16,6,1/157,-,19,1.0,"-1,050","3,597",11,11,1/164,-,51,16.0
2025-10-08,水,いいえ,"+2,104","2,159",14,8,1/98,-,17,1.0,"+4,594","4,509",31,13,1/102,-,15,4.0,"+2,191","5,997",31,15,1/130,-,11,-,+624,"3,273",15,7,1/149,-,21,1.0,+207,"4,410",20,8,1/158,-,16,1.0,-82,"2,003",8,4,1/167,-,20,2.0,"-2,326","5,385",14,12,1/207,-,88,14.0,+320,"2,452",12,3,1/163,-,16,1.0,"-2,517","3,690",9,2,1/335,-,74,25.0,"-1,000","2,981",11,2,1/229,-,18,1.0,"+1,378","3,083",19,1,1/154,-,16,1.0,"+1,251","3,997",23,3,1/154,-,49,28.0
2025-10-07,火,いいえ,"+3,994","2,042",21,4,1/82,-,17,6.0,"-3,264","6,138",18,8,1/236,-,18,1.0,-632,"2,682",10,4,1/192,-,25,1.0,"+4,380","6,113",41,10,1/120,-,30,5.0,-378,"4,156",16,7,1/181,-,33,3.0,"+3,568","6,741",36,22,1/116,-,21,3.0,-478,"4,595",16,14,1/153,-,89,28.0,"-1,174","5,269",18,11,1/182,-,18,1.0,"-2,996","3,464",6,6,1/289,-,34,1.0,"+1,326","5,097",25,11,1/142,-,11,-,-583,"2,311",6,9,1/154,-,24,3.0,+398,"6,954",30,16,1/151,-,61,27.0
2025-10-05,日,はい,"-2,137","6,532",21,14,1/187,-,42,7.0,"+1,556","4,353",22,10,1/136,-,6,-,"-3,166","5,932",15,11,1/228,-,18,7.0,"-3,462","6,705",18,12,1/224,-,59,17.0,-733,"4,290",13,13,1/165,-,35,12.0,-949,"2,537",8,5,1/195,-,23,1.0,-134,"6,690",26,15,1/163,-,88,26.0,"+2,382","4,155",26,8,1/122,-,8,2.0,-960,"6,123",22,15,1/165,-,19,1.0,"+2,825","4,902",26,16,1/117,-,11,3.0,"-2,185","3,833",11,3,1/274,-,22,3.0,"-1,971","7,578",24,21,1/168,-,62,3.0
2025-10-04,土,はい,"+1,257","4,358",23,7,1/145,-,34,14.0,+733,"5,933",26,14,1/148,-,6,-,"+3,209","4,404",29,9,1/116,-,11,5.0,+926,"4,672",21,11,1/146,-,45,10.0,"+1,363","5,660",27,14,1/138,-,19,3.0,"+1,826","6,857",34,14,1/143,-,35,1.0,"-6,113","6,813",10,12,1/310,-,88,41.0,"-1,586","5,260",15,16,1/170,-,20,1.0,-443,"4,961",20,9,1/171,-,15,1.0,"+6,363","2,985",32,7,1/77,-,14,3.0,"+1,260","3,693",18,10,1/132,-,16,1.0,+191,"7,937",30,26,1/142,-,47,2.0
2025-10-03,金,いいえ,"-6,399","5,521",5,7,1/460,-,49,4.0,+80,"5,745",24,12,1/160,-,9,-,+915,"2,275",14,3,1/134,-,15,6.0,"+1,675","6,048",28,18,1/131,-,45,1.0,-193,927,6,0,1/155,-,51,2.0,"-1,617","5,344",16,13,1/184,-,51,2.0,"-2,885","3,607",5,9,1/258,-,81,23.0,"+4,983","3,272",27,11,1/86,-,19,4.0,+463,"5,085",23,10,1/154,-,9,-,"-2,864","5,706",17,5,1/259,-,44,7.0,-155,"3,806",16,7,1/165,-,37,18.0,"-3,204","5,170",13,4,1/304,-,58,7.0
