日付,曜日,特定日,1026番台,,,,,,,,,1027番台,,,,,,,,,1028番台,,,,,,,,,1030番台,,,,,,,,,1031番台,,,,,,,,,1032番台,,,,,,,,,1033番台,,,,,,,,,1035番台,,,,,,,,,1036番台,,,,,,,,,1037番台,,,,,,,,,1038番台,,,,,,,,,1050番台,,,,,,,,,1051番台,,,,,,,,,1057番台,,,,,,,,,1058番台,,,,,,,,,1060番台,,,,,,,,,1061番台,,,,,,,,,1062番台,,,,,,,,,1063番台,,,,,,,,,1065番台,,,,,,,,,1066番台,,,,,,,,,1067番台,,,,,,,,,1068番台,,,,,,,,,1070番台,,,,,,,,,1071番台,,,,,,,,,1072番台,,,,,,,,,1073番台,,,,,,,,,1075番台,,,,,,,,,1076番台,,,,,,,,,1077番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-05-24,日,はい,-490,"6,557",22,17,1/168,1/5.69,2.37,20,1.0,+660,"7,712",32,20,1/148,1/5.82,2.53,16,1.0,+724,"6,150",24,18,1/146,1/5.58,3.01,13,2.0,-837,"4,850",15,10,1/194,1/5.63,2.06,61,5.0,-171,"5,382",20,11,1/174,1/5.66,2.08,14,1.0,+663,"8,258",31,25,1/147,1/5.63,3.03,21,1.0,-240,"7,054",26,19,1/157,1/5.90,2.55,13,2.0,"-1,532","6,157",16,18,1/181,1/5.80,2.56,42,1.0,"-1,563","6,914",21,20,1/169,1/6.15,2.60,29,5.0,"-1,002","6,616",23,17,1/165,1/6.15,2.37,15,1.0,"-1,454","5,551",18,11,1/191,1/6.13,1.95,41,1.0,+704,"3,140",15,4,1/165,1/5.37,2.16,11,1.0,-78,"7,458",21,37,1/129,1/5.85,5.17,40,11.0,+822,"5,891",24,20,1/134,1/5.85,3.79,9,1.0,-838,"7,863",28,19,1/167,1/5.97,2.13,9,1.0,+45,"5,772",23,11,1/170,1/5.70,1.98,14,1.0,+840,"6,360",28,17,1/141,1/5.92,2.84,23,1.0,"-1,317","5,509",16,13,1/190,1/5.83,2.16,56,1.0,+919,"7,299",34,15,1/149,1/5.95,2.06,21,1.0,-944,"3,320",10,4,1/237,1/5.66,1.90,10,1.0,"-1,122","4,250",12,12,1/177,1/6.06,2.69,44,2.0,-151,"7,873",27,27,1/146,1/5.88,3.56,19,1.0,-361,"6,538",24,18,1/156,1/6.00,2.66,24,1.0,"-1,411","4,945",15,8,1/215,1/5.86,1.81,41,1.0,"-1,278","6,819",23,14,1/184,1/5.97,1.88,55,11.0,-361,"6,029",21,17,1/159,1/5.85,2.72,75,14.0,+838,"6,805",30,17,1/145,1/5.89,2.56,18,2.0,+710,"6,279",26,17,1/146,1/5.75,2.79,8,-,-968,"3,750",12,6,1/208,1/5.90,2.00,22,1.0,+62,"7,414",23,34,1/130,1/5.91,4.93,9,1.0
2026-05-23,土,はい,+199,"5,650",23,12,1/161,1/5.76,2.17,12,3.0,+728,"8,502",29,37,1/129,1/5.80,4.88,31,4.0,-345,"7,005",22,25,1/149,1/5.77,3.62,22,1.0,"-1,384","7,450",22,16,1/196,1/5.58,1.84,25,3.0,"+2,102","8,846",42,23,1/136,1/5.79,2.74,9,1.0,"-1,726","4,498",12,5,1/265,1/5.70,1.66,53,2.0,+222,"8,015",28,27,1/146,1/5.72,3.49,9,1.0,+971,"8,700",34,31,1/134,1/5.87,4.08,34,3.0,"+3,211","7,219",28,49,1/94,1/5.75,5.94,26,1.0,"+1,291","7,455",32,20,1/143,1/5.64,2.74,12,3.0,"-1,111","3,423",10,6,1/214,1/5.97,2.11,19,3.0,"+2,189","8,342",42,18,1/139,1/5.79,2.19,13,1.0,-138,"6,517",21,25,1/142,1/5.85,4.04,34,3.0,"+2,149","7,551",39,20,1/128,1/6.05,3.11,14,1.0,+98,"6,349",23,18,1/155,1/5.69,2.76,8,1.0,"-1,621","5,004",12,14,1/192,1/5.86,2.48,21,2.0,-414,"5,274",19,15,1/155,1/6.08,2.84,21,2.0,-225,"7,618",28,19,1/162,1/5.79,2.26,25,3.0,"-1,445","5,948",13,21,1/175,1/5.61,3.16,34,3.0,"+1,450","5,585",25,20,1/124,1/5.83,4.22,6,-,-886,"5,056",19,9,1/181,1/6.22,1.95,27,1.0,"+1,504","8,854",30,47,1/115,1/5.81,5.65,14,1.0,-983,"5,224",14,14,1/187,1/5.53,2.42,19,3.0,-969,"6,157",21,15,1/171,1/6.04,2.26,25,3.0,"-2,208","5,330",13,12,1/213,1/6.07,2.03,45,11.0,-672,"6,302",20,14,1/185,1/5.51,2.02,51,6.0,-189,"9,884",32,35,1/148,1/5.73,3.67,55,2.0,"+1,545","7,335",36,17,1/138,1/5.96,2.44,7,1.0,"+1,879","5,632",25,24,1/115,1/5.76,4.94,14,1.0,+111,"7,771",34,14,1/162,1/6.04,1.77,16,2.0
2026-05-22,金,いいえ,+466,"5,975",25,14,1/153,1/5.79,2.38,18,2.0,-578,"6,653",24,16,1/166,1/5.92,2.23,37,2.0,-963,"5,003",12,20,1/156,1/5.80,3.82,19,1.0,+356,"8,763",31,36,1/131,1/6.03,4.67,20,1.0,"-1,084","1,209",1,2,1/403,1/6.25,2.61,19,1.0,"-1,581","5,821",17,11,1/208,1/5.79,1.83,51,13.0,+495,"5,863",26,13,1/150,1/5.97,2.32,15,1.0,-438,"7,270",27,17,1/165,1/5.89,2.13,78,27.0,-367,"4,389",17,8,1/176,1/5.94,2.10,38,1.0,+27,"5,739",20,16,1/159,1/5.58,2.70,21,1.0,"+1,184","6,006",27,21,1/125,1/6.10,4.14,14,6.0,-436,"5,980",22,15,1/162,1/5.98,2.42,38,1.0,-153,"6,068",21,18,1/156,1/5.75,2.90,29,3.0,+96,"7,857",29,19,1/164,1/5.60,2.16,19,1.0,"+1,460","6,041",25,23,1/126,1/5.66,4.39,6,-,-245,690,2,1,1/230,1/5.96,3.03,8,2.0,+949,"7,671",34,22,1/137,1/6.08,3.11,22,1.0,+521,"3,434",14,11,1/137,1/5.73,3.49,16,1.0,"+3,770","8,903",44,34,1/114,1/5.71,4.98,16,1.0,"+1,727","7,256",37,19,1/130,1/6.18,3.03,6,-,-704,"1,949",5,4,1/217,1/5.88,2.61,18,2.0,+607,"8,517",30,30,1/142,1/5.64,3.78,34,3.0,+765,"7,153",27,24,1/140,1/5.67,3.61,22,1.0,-739,755,1,0,1/755,1/6.46,2.59,22,1.0,"-2,254","7,609",24,16,1/190,1/6.25,1.83,16,1.0,"-1,604","7,380",24,14,1/194,1/5.90,1.73,31,2.0,"-2,771","5,486",10,13,1/239,1/5.86,2.01,35,1.0,-379,"6,529",25,14,1/167,1/5.92,2.05,8,2.0,-863,"2,426",7,4,1/221,1/6.02,2.31,26,4.0,-668,"6,629",22,21,1/154,1/6.01,3.10,22,1.0
2026-05-21,木,いいえ,-266,"5,893",25,10,1/168,1/6.12,1.86,34,2.0,-125,"3,198",10,9,1/168,1/5.43,2.90,34,2.0,"+1,935","8,567",42,17,1/145,1/5.74,1.94,19,2.0,+674,"7,389",32,17,1/151,1/5.86,2.23,35,1.0,"+1,228","7,192",32,17,1/147,1/5.68,2.36,16,1.0,"-1,227","1,912",2,6,1/239,1/5.97,2.95,22,3.0,"+1,049","6,222",28,17,1/138,1/5.89,2.97,13,1.0,-773,"7,719",24,29,1/146,1/6.04,3.91,43,2.0,"-1,014","6,165",21,13,1/181,1/5.93,1.99,24,2.0,-724,967,1,2,1/322,1/5.98,2.88,22,3.0,+992,"8,261",31,37,1/121,1/6.06,5.13,12,1.0,-263,"4,133",15,13,1/148,1/6.18,3.27,32,6.0,-527,"2,233",7,5,1/186,1/6.01,2.70,15,2.0,-456,"6,023",20,15,1/172,1/5.62,2.30,41,6.0,+123,"4,370",18,15,1/132,1/6.45,3.79,8,2.0,"+1,986","7,415",40,12,1/143,1/5.92,1.82,11,1.0,"-1,439","5,286",15,17,1/165,1/6.30,3.03,48,5.0,+592,"7,658",28,24,1/147,1/5.59,3.18,26,1.0,-293,"8,186",26,28,1/152,1/5.69,3.42,55,5.0,-799,"1,581",3,3,1/264,1/5.75,2.61,12,1.0,+903,"7,149",32,19,1/140,1/6.02,2.80,11,1.0,"-1,174","4,371",11,16,1/162,1/6.12,3.46,50,2.0,"+1,483","6,926",29,20,1/141,1/5.46,3.05,43,2.0,"+1,732","6,193",33,17,1/124,1/6.31,3.40,17,1.0,+235,"6,857",27,22,1/140,1/6.10,3.45,10,2.0,-652,"8,782",32,20,1/169,1/5.85,1.95,26,1.0,-844,"6,950",23,25,1/145,1/6.30,3.75,25,1.0,+966,"3,779",16,16,1/118,1/5.87,4.57,6,-,"+2,172","8,046",39,22,1/132,1/5.81,3.08,16,1.0,-806,"9,037",35,16,1/177,1/5.94,1.62,12,1.0
2026-05-20,水,はい,+128,"7,573",26,27,1/143,1/5.79,3.78,32,2.0,"-1,231","5,238",17,6,1/228,1/5.67,1.62,30,1.0,+690,"7,213",31,19,1/144,1/5.95,2.68,19,2.0,"-1,318","6,827",19,20,1/175,1/5.75,2.57,51,3.0,+0,"9,550",37,24,1/157,1/5.87,2.21,24,2.0,+292,"6,705",25,21,1/146,1/5.80,3.23,20,1.0,"-1,001","5,987",22,8,1/200,1/5.89,1.63,28,4.0,-898,"5,483",17,11,1/196,1/5.58,1.95,41,6.0,-619,"3,535",11,10,1/168,1/5.97,2.86,17,1.0,"+3,716","9,581",46,36,1/117,1/5.69,4.89,19,2.0,-119,"8,182",30,23,1/154,1/5.84,2.64,34,1.0,+496,"8,890",32,28,1/148,1/5.63,3.16,33,1.0,"+2,901","7,627",41,18,1/129,1/5.73,2.69,15,1.0,"-1,966","9,448",25,36,1/155,1/6.05,3.79,35,1.0,"+1,520","8,283",38,21,1/140,1/5.83,2.58,11,1.0,-637,"6,928",23,21,1/157,1/5.91,2.89,29,1.0,"-1,667","4,493",12,7,1/236,1/5.82,1.81,24,2.0,-511,"5,763",20,12,1/180,1/5.66,2.02,54,3.0,"-2,157","6,235",15,18,1/189,1/6.00,2.46,51,3.0,"+1,820","6,703",36,13,1/137,1/6.02,2.18,12,1.0,"+1,651","8,362",36,24,1/139,1/5.63,3.03,17,1.0,+586,"6,763",27,20,1/144,1/5.81,3.07,48,6.0,-773,"4,744",16,9,1/190,1/5.80,2.02,42,1.0,"+2,384","9,732",40,39,1/123,1/5.70,4.87,16,1.0,+166,"7,653",30,16,1/166,1/5.66,1.92,14,2.0,"-1,708","5,417",13,17,1/181,1/5.97,2.79,15,1.0,-122,"6,806",28,15,1/158,1/6.07,2.13,14,2.0,"+2,148","7,691",40,19,1/130,1/6.03,2.79,12,1.0,+710,"8,798",32,29,1/144,1/5.62,3.45,22,2.0,"+2,872","7,794",43,18,1/128,1/5.90,2.65,10,-
2026-05-19,火,いいえ,-454,"5,410",18,14,1/169,1/5.70,2.46,32,2.0,"+1,649","7,809",38,19,1/137,1/5.96,2.56,15,1.0,"-1,194","1,516",2,2,1/379,1/6.13,2.39,21,3.0,-827,"2,421",6,5,1/220,1/5.72,2.46,41,1.0,"+1,174","4,596",23,11,1/135,1/5.90,2.84,18,2.0,"+3,069","9,073",43,30,1/124,1/5.66,4.16,28,3.0,-272,"3,628",15,8,1/158,1/6.38,2.56,14,2.0,-634,"1,453",4,1,1/291,1/5.83,2.34,30,2.0,"+1,821","8,630",38,27,1/133,1/5.78,3.59,15,1.0,-692,"4,540",13,17,1/151,1/6.01,3.68,50,1.0,-486,"3,827",15,5,1/191,1/5.96,1.92,21,3.0,-927,"2,929",8,6,1/209,1/5.86,2.35,33,1.0,-455,"7,878",27,26,1/149,1/5.99,3.34,36,3.0,+936,"6,506",26,22,1/136,1/5.75,3.75,24,3.0,"+1,135","5,117",25,14,1/131,1/6.07,3.20,9,-,+413,"3,275",14,8,1/149,1/5.72,2.85,30,2.0,"+1,439","6,333",31,19,1/127,1/6.18,3.60,18,2.0,-669,"5,520",18,19,1/149,1/6.17,3.48,25,1.0,+637,"6,074",23,21,1/138,1/5.73,3.75,41,1.0,"+1,512","6,042",30,14,1/137,1/5.84,2.58,12,2.0,-705,"7,377",22,24,1/160,1/5.68,3.06,40,4.0,-603,"6,624",23,17,1/166,1/5.87,2.37,51,1.0,-703,"1,684",5,1,1/281,1/5.93,2.21,32,2.0,"-1,058","5,032",15,13,1/180,1/5.88,2.42,49,8.0,-132,"4,181",18,5,1/182,1/5.90,1.85,21,3.0,"+2,076","6,465",34,15,1/132,1/5.84,2.66,10,1.0,"+1,272","7,829",33,24,1/137,1/5.76,3.35,14,2.0,"-1,127","4,228",12,9,1/201,1/5.79,2.16,18,2.0,"-1,603","3,351",8,8,1/209,1/6.38,2.41,28,3.0,-458,"5,842",22,11,1/177,1/5.83,1.92,16,1.0
2026-05-18,月,いいえ,-240,"7,553",31,20,1/148,1/6.34,2.60,16,1.0,-204,"4,824",15,17,1/151,1/5.70,3.52,22,2.0,"+1,561","9,250",39,34,1/127,1/6.00,4.46,23,1.0,"-1,158","2,793",6,6,1/233,1/5.72,2.36,42,1.0,"-1,181","5,330",18,10,1/190,1/6.05,1.93,32,4.0,-133,"7,372",28,16,1/168,1/5.73,1.99,74,32.0,+713,"6,206",27,16,1/144,1/5.90,2.69,14,2.0,"+1,261","9,364",38,30,1/138,1/5.78,3.53,15,1.0,-246,"6,266",22,17,1/161,1/5.75,2.58,34,1.0,+555,"7,086",26,23,1/145,1/5.64,3.38,23,1.0,-364,"5,852",24,11,1/167,1/6.12,1.97,12,1.0,+873,"8,653",32,33,1/133,1/5.81,4.35,28,4.0,-470,"6,222",22,17,1/160,1/5.94,2.61,38,3.0,+520,"6,245",23,18,1/152,1/5.50,2.86,32,4.0,"+1,066","7,839",36,17,1/148,1/5.88,2.12,10,-,"+1,064","9,511",33,39,1/132,1/5.65,4.66,33,1.0,-681,"2,578",7,7,1/184,1/5.90,2.84,35,1.0,"-1,618","5,109",13,15,1/182,1/6.04,2.64,15,1.0,-432,"4,779",19,12,1/154,1/6.41,2.63,42,1.0,+443,"3,749",17,10,1/139,1/6.13,3.07,15,1.0,-916,"5,650",20,11,1/182,1/5.99,1.95,41,3.0,"-1,233","6,360",19,19,1/167,1/5.99,2.74,24,1.0,+957,"7,649",33,24,1/134,1/6.06,3.54,18,2.0,-733,"6,303",19,19,1/166,1/5.70,2.79,20,1.0,+531,"6,663",24,24,1/139,1/5.71,3.89,19,1.0,-543,"5,785",19,17,1/161,1/5.85,2.81,12,1.0,"+2,382","8,041",36,32,1/118,1/5.84,4.91,14,2.0,+276,"6,459",26,16,1/154,1/5.83,2.43,11,1.0,"-1,037","8,768",28,21,1/179,1/5.63,1.98,24,1.0,"+1,170","7,595",31,24,1/138,1/5.70,3.45,14,2.0
2026-05-17,日,はい,"+1,013","6,565",29,14,1/153,1/5.62,2.16,18,1.0,"-1,267","8,864",31,19,1/177,1/5.94,1.82,21,2.0,-217,"5,760",19,19,1/152,1/5.77,3.30,70,20.0,"+2,622","7,920",38,26,1/124,1/5.74,4.09,32,6.0,"+1,084","7,314",30,24,1/135,1/5.80,3.67,26,2.0,"-1,511","3,966",11,8,1/209,1/6.18,2.13,50,4.0,+169,"6,449",29,13,1/154,1/6.21,2.08,14,2.0,"-1,358","4,054",12,8,1/203,1/6.16,2.11,41,2.0,-802,"2,618",7,4,1/238,1/5.55,2.18,17,1.0,-966,"7,081",22,22,1/161,1/5.92,2.91,46,1.0,+498,"7,221",29,24,1/136,1/6.08,3.69,10,-,-278,"7,215",25,23,1/150,1/5.90,3.18,45,1.0,-91,"7,423",29,21,1/148,1/6.10,2.81,23,1.0,-630,"6,927",21,21,1/165,1/5.62,2.78,19,1.0,"+1,612","8,466",37,31,1/125,1/6.06,4.48,14,2.0,+27,"4,470",16,13,1/154,1/5.71,2.97,36,1.0,"+2,262","9,454",39,42,1/117,1/5.92,5.31,16,2.0,+885,"6,110",26,18,1/139,1/5.83,3.20,10,-,"-1,073","4,959",18,7,1/198,1/6.10,1.77,44,3.0,"+2,571","8,177",38,30,1/120,1/5.81,4.62,24,1.0,+129,"6,041",25,14,1/155,1/5.97,2.33,39,3.0,+556,"7,842",28,26,1/145,1/5.60,3.44,19,1.0,-56,"7,949",25,35,1/132,1/5.95,4.79,26,2.0,+873,"5,648",26,13,1/145,1/5.87,2.49,22,1.0,+569,"7,471",29,29,1/129,1/6.14,4.48,35,3.0,"+1,484","6,279",31,11,1/150,1/5.64,1.96,11,1.0,"-1,921","4,137",10,7,1/243,1/6.02,1.90,26,2.0,"+1,890","6,762",31,26,1/119,1/5.97,4.70,12,1.0,+903,"8,275",31,30,1/136,1/5.75,4.07,22,1.0,-486,"5,665",20,12,1/177,1/5.72,2.07,17,1.0
2026-05-16,土,はい,"-1,072","6,427",22,15,1/174,1/6.05,2.14,28,4.0,"+2,098","5,382",31,15,1/117,1/6.30,3.67,12,1.0,"-1,353","5,147",15,12,1/191,1/5.93,2.18,66,17.0,-791,"7,281",22,21,1/169,1/5.62,2.56,49,5.0,"-1,209","5,721",18,11,1/197,1/5.78,1.88,44,3.0,"-1,649","3,463",9,6,1/231,1/6.31,2.06,34,2.0,"-1,268","6,546",20,18,1/172,1/5.96,2.46,23,4.0,"-1,038","3,419",9,8,1/201,1/5.82,2.41,35,1.0,+585,"7,156",30,16,1/156,1/5.73,2.15,16,1.0,"-1,780","5,705",15,15,1/190,1/5.98,2.31,36,1.0,-14,"8,117",28,25,1/153,1/5.68,2.98,11,-,-561,"5,874",18,18,1/163,1/5.68,2.89,41,3.0,+149,"6,169",23,21,1/140,1/6.00,3.65,16,1.0,+654,"7,106",30,22,1/137,1/6.09,3.41,15,1.0,-292,"7,780",29,24,1/147,1/6.14,3.13,24,1.0,"+1,315","8,003",34,28,1/129,1/5.97,4.14,31,1.0,"-1,334","7,482",23,20,1/174,1/5.88,2.31,38,2.0,+90,"7,035",29,15,1/160,1/5.91,2.05,16,1.0,+627,"7,142",29,20,1/146,1/5.81,2.84,19,3.0,-774,"6,527",21,22,1/152,1/6.07,3.36,38,2.0,-286,"5,296",21,12,1/160,1/6.10,2.32,31,1.0,"-1,296","7,134",24,14,1/188,1/5.89,1.80,30,1.0,"-2,535","5,692",9,20,1/196,1/5.84,2.95,29,1.0,"-1,481","6,717",22,17,1/172,1/6.23,2.27,29,1.0,+995,"7,957",33,24,1/140,1/5.83,3.22,32,1.0,"+1,097","7,421",35,12,1/158,1/5.73,1.73,11,-,+814,"7,964",31,29,1/133,1/5.93,4.16,14,2.0,"+1,383","7,238",30,27,1/127,1/5.85,4.39,16,1.0,"-1,657","6,082",16,17,1/184,1/5.88,2.44,36,1.0,+714,"6,960",28,22,1/139,1/5.86,3.42,16,1.0
2026-05-15,金,いいえ,-426,"6,899",24,19,1/160,1/5.83,2.57,19,1.0,-480,"6,229",22,14,1/173,1/5.74,2.11,26,1.0,-375,"3,227",11,7,1/179,1/5.75,2.47,25,3.0,"-1,159","6,508",19,18,1/176,1/5.76,2.45,44,5.0,-811,"1,341",3,4,1/192,1/7.25,3.16,34,2.0,"+2,077","5,957",33,14,1/127,1/6.04,2.86,27,1.0,"+1,857","7,600",36,22,1/131,1/5.88,3.33,15,1.0,"+1,647","8,571",41,20,1/141,1/5.91,2.33,15,1.0,"+3,069","8,962",41,37,1/115,1/5.81,5.16,14,2.0,"+1,148","6,680",32,15,1/142,1/5.97,2.37,15,1.0,"+2,738","7,472",36,26,1/121,1/5.69,4.39,11,-,-533,"1,665",5,3,1/208,1/6.06,2.66,21,2.0,"+1,821","7,470",33,25,1/129,1/5.74,3.96,18,2.0,"-1,529","7,477",25,16,1/182,1/6.05,1.89,29,2.0,-611,"3,447",11,10,1/164,1/6.10,2.95,25,3.0,"-1,831","6,329",15,19,1/186,1/5.77,2.57,58,14.0,-856,"4,481",14,11,1/179,1/5.89,2.41,31,2.0,-718,"2,983",9,7,1/186,1/5.95,2.57,32,1.0,-611,"6,583",21,21,1/157,1/5.85,3.08,39,5.0,-195,"4,631",16,16,1/145,1/6.02,3.57,34,2.0,"+2,711","7,086",33,29,1/114,1/5.71,5.02,19,1.0,-690,"3,447",12,7,1/181,1/6.14,2.34,29,2.0,-949,"6,025",18,19,1/163,1/5.90,2.97,15,1.0,-263,"4,907",18,16,1/144,1/6.23,3.41,22,1.0,-90,"8,414",28,31,1/143,1/5.85,3.94,63,5.0,-410,"1,985",7,3,1/199,1/5.99,2.47,12,1.0,-716,"3,475",11,9,1/174,1/6.07,2.68,32,1.0,"+1,187","6,756",30,21,1/132,1/5.96,3.55,32,1.0,"+2,054","6,450",29,27,1/115,1/5.85,4.98,16,1.0,+606,"8,791",32,32,1/137,1/5.81,4.05,32,1.0
2026-05-14,木,いいえ,-538,"6,341",21,18,1/163,1/5.79,2.66,11,-,-409,"6,780",24,17,1/165,1/5.78,2.31,20,1.0,"+1,016","8,710",33,32,1/134,1/5.78,4.19,17,1.0,+339,"6,633",27,19,1/144,1/6.01,2.97,42,2.0,-747,"3,759",11,10,1/179,1/5.81,2.64,29,3.0,"-1,164","6,485",21,15,1/180,1/5.90,2.08,40,5.0,-839,"2,813",9,3,1/234,1/5.85,1.99,32,3.0,-127,"5,854",21,16,1/158,1/5.76,2.66,22,1.0,"-1,089","7,578",25,18,1/176,1/5.84,2.06,26,2.0,-785,"6,386",19,23,1/152,1/5.93,3.58,34,1.0,"-1,031","4,663",16,7,1/203,1/5.94,1.83,22,1.0,-585,"4,711",15,12,1/174,1/5.71,2.47,15,3.0,"-1,015","8,143",22,33,1/148,1/5.85,4.15,68,9.0,-648,"6,026",22,11,1/183,1/5.82,1.85,21,1.0,-984,"4,359",15,8,1/190,1/6.12,2.05,19,2.0,"-2,517","5,354",10,15,1/214,1/5.94,2.34,42,2.0,+75,"5,978",24,15,1/153,1/5.96,2.51,16,1.0,-181,"3,774",16,5,1/180,1/5.96,1.98,26,2.0,-223,"6,807",24,22,1/148,1/5.96,3.29,22,1.0,"-1,279","2,533",5,4,1/281,1/5.69,2.15,17,1.0,"-2,016","6,503",15,17,1/203,1/5.63,2.17,59,10.0,-968,"3,576",11,4,1/238,1/5.64,1.83,24,2.0,"+2,380","6,652",33,18,1/130,1/5.56,3.13,12,1.0,"+1,502","6,852",30,17,1/146,1/5.47,2.52,26,2.0,"-1,085","9,068",28,30,1/156,1/5.91,3.18,49,3.0,+927,"7,131",30,21,1/140,1/5.84,3.14,11,-,"+1,366","7,561",31,27,1/130,1/5.78,4.15,33,1.0,"-1,904","3,701",6,8,1/264,1/5.62,2.11,44,2.0,-438,"6,597",25,14,1/169,1/5.91,2.02,35,1.0,-896,"7,884",29,18,1/168,1/6.07,2.02,46,2.0
2026-05-13,水,いいえ,"+2,382","7,400",37,23,1/123,1/5.91,3.88,6,-,+926,"6,489",29,21,1/130,1/6.20,3.77,31,1.0,+269,"8,420",28,30,1/145,1/5.62,3.74,36,1.0,-595,"3,440",12,10,1/156,1/6.44,3.04,44,2.0,"+3,851","8,181",44,24,1/120,1/5.60,3.82,26,2.0,-443,"4,651",15,16,1/150,1/6.01,3.46,39,3.0,"+1,279","9,371",39,29,1/138,1/5.83,3.38,16,1.0,-257,"1,676",6,2,1/210,1/5.69,2.48,21,1.0,-549,"4,598",17,6,1/200,1/5.70,1.78,21,1.0,"-1,175","1,254",1,1,1/627,1/6.01,2.35,30,2.0,+130,"6,738",25,19,1/153,1/5.75,2.75,11,2.0,+891,"3,286",18,5,1/143,1/5.95,2.39,11,2.0,-793,"5,336",18,12,1/178,1/5.88,2.18,42,3.0,-978,"2,769",7,6,1/213,1/5.86,2.43,9,3.0,"+3,155","8,465",43,28,1/119,1/5.86,4.34,19,1.0,-733,"3,320",10,9,1/175,1/6.02,2.77,18,2.0,"-1,091","4,217",12,9,1/201,1/5.76,2.17,35,4.0,"+3,415","8,324",42,26,1/122,1/5.60,3.98,15,4.0,"-1,019","4,562",15,13,1/163,1/6.42,2.81,18,2.0,+617,"7,102",29,20,1/145,1/5.84,2.88,15,4.0,-823,"3,787",12,8,1/189,1/5.91,2.28,28,1.0,"+1,131","6,515",29,20,1/133,1/5.96,3.48,21,1.0,-25,"3,533",13,11,1/147,1/5.96,3.28,28,1.0,"-1,268","3,935",9,10,1/207,1/5.64,2.40,48,4.0,"-1,004","7,319",20,30,1/146,1/5.95,4.19,27,1.0,-371,"2,892",10,8,1/161,1/6.11,2.98,20,1.0,-986,"6,149",17,23,1/154,1/5.93,3.68,52,4.0,-344,"3,520",14,7,1/168,1/6.20,2.38,36,1.0,"+1,821","8,492",34,34,1/125,1/5.72,4.75,18,2.0,-21,"5,219",21,11,1/163,1/5.87,2.21,24,3.0
